"RegionID","Date","RegionName","State","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
394960,2019-03-31,"Panama City, FL","FL",225,208600,-0.000479156684235745,-0.00808368996671422,0.0735975295934122,0.0779872463218048,0.018829997902519,"2006-02","2006-Q1",251400,-0.17024661893397,"2005-03"
394748,2019-03-31,"Kingston, NY","NY",226,229700,0.00305676855895197,0.00967032967032967,0.0733644859813084,0.0352155206823999,0.00377780197734889,"2006-01","2006-Q1",253400,-0.0935280189423836,"2005-02"
394519,2019-03-31,"Daphne, AL","AL",227,217600,0.00230308613542146,0.0215962441314554,0.107942973523422,0.0549914272991907,0.0169137200283673,"2006-10","2006-Q4",222500,-0.0220224719101124,"2006-06"
394623,2019-03-31,"Gainesville, GA","GA",228,195000,0,0.00671140939597316,0.0875627440044618,0.0833076368773715,0.0285897538958659,"2019-03","2019-Q1",195000,0,"2019-03"
395202,2019-03-31,"Warner Robins, GA","GA",229,131800,0.0053394355453852,0.0122887864823349,0.046031746031746,0.0414073243184687,0.0129387780605854,"2019-03","2019-Q1",131800,0,"2019-03"
394392,2019-03-31,"Blacksburg, VA","VA",230,157700,-0.00253004427577483,-0.00316055625790139,0.0485372340425532,0.0327990635978315,0.00815365433363069,"2006-10","2006-Q4",159100,-0.0087994971715902,"2006-07"
394716,2019-03-31,"Jacksonville, NC","NC",231,146100,0.00550584996558844,0.0124740124740125,0.0782287822878229,0.0100132778220212,-0.00505829669061142,"2010-03","2010-Q1",155500,-0.0604501607717042,"2007-07"
395018,2019-03-31,"Redding, CA","CA",232,261900,0.00344827586206897,0.0162980209545984,0.0551974214343272,0.0629568570666714,0.0227214903256741,"2006-06","2006-Q2",289400,-0.0950241879751209,"2005-05"
394872,2019-03-31,"Monroe, LA","LA",233,119500,-0.00582362728785358,-0.0196882690730107,0.0301724137931034,0.0478409185108974,0.0295599607147337,"2018-11","2018-Q4",122000,-0.0204918032786885,"2018-09"
394729,2019-03-31,"Joplin, MO","MO",234,124500,-0.00479616306954436,-0.00240384615384615,0.108637577916296,0.036041157929773,,"2019-01","2019-Q1",125300,-0.00638467677573823,"2018-12"
394559,2019-03-31,"El Centro, CA","CA",235,212300,0.00141509433962264,0.0114340161981896,0.0988612836438923,0.0873033287389171,0.0436383321609215,"2006-07","2006-Q3",250700,-0.153171120861588,"2005-08"
395151,2019-03-31,"Terre Haute, IN","IN",236,94500,0.00425079702444208,0.00638977635782748,0.179775280898876,0.0643026483120037,0.0303182180050297,"2019-03","2019-Q1",94500,0,"2019-03"
394896,2019-03-31,"Muskegon, MI","MI",237,125700,0.00159362549800797,0.00479616306954436,0.0864304235090752,0.0970634817946825,0.0400225568822112,"2019-03","2019-Q1",125700,0,"2019-03"
394553,2019-03-31,"East Stroudsburg, PA","PA",238,155700,0.0025756600128783,0.0116959064327485,0.0888111888111888,0.0447352795004934,-0.00851470723626824,"2007-08","2007-Q3",195800,-0.204800817160368,"2003-05"
395102,2019-03-31,"Sioux City, IA","IA",239,130800,-0.0045662100456621,-0.00683371298405467,0.0703764320785597,0.0607419813698411,0.0380936236483531,"2019-01","2019-Q1",131800,-0.00758725341426404,"2018-11"
395210,2019-03-31,"Waterloo, IA","IA",240,130600,0.00384319754035357,0.00771604938271605,-0.0113550340651022,0.0217132674954654,0.0191824629151409,"2018-01","2018-Q1",134000,-0.0253731343283582,"2017-12"
394944,2019-03-31,"Oshkosh, WI","WI",241,187000,0.00862998921251348,0.0263446761800219,0.0771889400921659,0.0545289114131096,0.0269025812671373,"2019-03","2019-Q1",187000,0,"2019-03"
395246,2019-03-31,"Yuba City, CA","CA",242,281900,-0.00141693234148069,0.00248933143669986,0.0402214022140221,0.080288901244794,0.0470502078842321,"2005-11","2005-Q4",311800,-0.0958948043617704,"2005-04"
394299,2019-03-31,"Abilene, TX","TX",243,125000,0.00321027287319422,0.00482315112540193,0.0407993338884263,0.07791215647058,0.0406742416629691,"2019-03","2019-Q1",125000,0,"2019-03"
394485,2019-03-31,"Columbia, MO","MO",244,178500,0.00168350168350168,0.00280898876404494,0.0396039603960396,0.0386077167315215,0.0220652719308077,"2019-03","2019-Q1",178500,0,"2019-03"
394539,2019-03-31,"Dover, DE","DE",245,208300,-0.00239463601532567,-0.0052531041069723,0.0472599296128708,0.0445636092563482,,"2019-01","2019-Q1",209600,-0.00620229007633588,"2018-12"
394555,2019-03-31,"Eau Claire, WI","WI",246,162400,0.00185070943861814,0,0.0691244239631336,0.058702825626415,0.0284286014270296,"2019-03","2019-Q1",162400,0,"2019-03"
394710,2019-03-31,"Jackson, MI","MI",247,136000,0.00294985250737463,0.0156833457804332,0.107491856677524,0.0922100567383772,0.031226086938676,"2019-03","2019-Q1",136000,0,"2019-03"
395009,2019-03-31,"Punta Gorda, FL","FL",248,212400,0.000471031559114461,0.00902612826603325,0.0954100051572976,0.112569868912314,0.0481618749518917,"2006-03","2006-Q1",239100,-0.111668757841907,"2005-07"
394393,2019-03-31,"Bloomington, IN","IN",249,181200,0.00666666666666667,0.0162647223780146,0.136762860727729,0.0561334197483279,0.0358547849516153,"2019-03","2019-Q1",181200,0,"2019-03"
395007,2019-03-31,"Pueblo, CO","CO",250,169300,0.00236826524570752,0.0211097708082027,0.13168449197861,0.0900661523941499,0.0401574533977964,"2019-03","2019-Q1",169300,0,"2019-03"
394386,2019-03-31,"Billings, MT","MT",251,236000,0.00127280441238863,0.0107066381156317,0.0447100486941124,0.0351101132614091,0.0241492736375331,"2019-03","2019-Q1",236000,0,"2019-03"
394406,2019-03-31,"Bowling Green, KY","KY",252,165000,0.00426049908703591,0.0104102878138396,0.07421875,0.0631181514303507,0.0298956080865436,"2019-03","2019-Q1",165000,0,"2019-03"
394380,2019-03-31,"Bend, OR","OR",253,399700,0.00528169014084507,0.0170483460559796,0.103229367927132,0.102932851492772,0.0590502722683444,"2019-03","2019-Q1",399700,0,"2019-03"
394306,2019-03-31,"Albany, GA","GA",254,108500,0.000922509225092251,0.00930232558139535,0.118556701030928,0.031088662290621,0.0045350581656789,"2007-11","2007-Q4",109900,-0.0127388535031847,"2007-04"
395193,2019-03-31,"Vineland, NJ","NJ",255,136000,0.00517368810051737,0.0104011887072808,0.0172026925953628,0.0196350354171873,-0.0128006528877452,"2007-05","2007-Q2",173700,-0.217040875071963,"2005-05"
394917,2019-03-31,"Niles, MI","MI",256,143600,0.0041958041958042,0.0206112295664534,0.108880308880309,0.0616001382809126,0.0260845446330624,"2019-03","2019-Q1",143600,0,"2019-03"
394731,2019-03-31,"Kahului, HI","HI",257,651600,0.014321295143213,0.00945003872966692,0.0713581058862216,0.0789645568855084,0.031942891553163,"2019-03","2019-Q1",651600,0,"2019-03"
394946,2019-03-31,"Ottawa, IL","IL",258,94400,-0.00421940928270042,-0.0176899063475546,0.050055617352614,0.0190506400471606,-0.0084881980702356,"2007-12","2007-Q4",109800,-0.140255009107468,"2005-06"
394359,2019-03-31,"Bangor, ME","ME",259,149300,0.00201342281879195,0.00742240215924426,0.0462508759635599,0.0446617954881388,0.0317719501708822,"2019-03","2019-Q1",149300,0,"2019-03"
394314,2019-03-31,"Alexandria, LA","LA",260,120800,-0.0162866449511401,-0.0122649223221586,0.0912375790424571,0.0589901715266068,0.0214502923325683,"2019-01","2019-Q1",123500,-0.0218623481781377,"2018-12"
394662,2019-03-31,"Hanford, CA","CA",261,213600,0.000468384074941452,0.00612341026848799,0.0733668341708543,0.065825136662629,0.0235155119514086,"2006-09","2006-Q3",236500,-0.0968287526427061,"2005-09"
394707,2019-03-31,"Iowa City, IA","IA",262,215600,0.0037243947858473,0.00841908325537886,0.0496592015579357,0.0462225149788036,0.0318326222477687,"2019-03","2019-Q1",215600,0,"2019-03"
394873,2019-03-31,"Monroe, MI","MI",263,155400,-0.000643086816720257,-0.00575815738963532,0.0528455284552846,0.0897828567248702,0.0340335326730565,"2018-11","2018-Q4",156500,-0.00702875399361022,"2018-11"
395223,2019-03-31,"Wichita Falls, TX","TX",264,92800,-0.00322234156820623,-0.00642398286937901,0.0765661252900232,0.0377642835788436,0.0130690248164658,"2018-12","2018-Q4",93400,-0.00642398286937901,"2018-10"
394428,2019-03-31,"Burlington, NC","NC",265,150300,0.0087248322147651,0.0224489795918367,0.0891304347826087,0.0502926632729108,0.0214157271186719,"2019-03","2019-Q1",150300,0,"2019-03"
394814,2019-03-31,"Madera, CA","CA",266,250700,0,-0.00159299084030267,0.0672626649638144,0.0741736224385905,0.0450211505083258,"2006-06","2006-Q2",328400,-0.236601705237515,"2005-01"
394723,2019-03-31,"Jefferson City, MO","MO",267,158100,0.00253646163601775,0.010223642172524,0.0747790618626785,0.0506377047057684,0.0191366328873492,"2019-03","2019-Q1",158100,0,"2019-03"
394453,2019-03-31,"Chambersburg, PA","PA",268,174500,0.00345025876940771,0.0092539039907461,0.0524728588661037,0.0357402909743907,0.00297059945445399,"2003-05","2003-Q2",224000,-0.220982142857143,"2002-04"
395152,2019-03-31,"Texarkana, TX","TX",269,109400,-0.00091324200913242,0.0139017608897127,0.157671957671958,0.0348020494806847,0.0244774790768572,"2019-02","2019-Q1",109500,-0.00091324200913242,"2019-02"
394563,2019-03-31,"Elizabethtown, KY","KY",270,142600,0.00493305144467935,0.00848656294200849,0.0446886446886447,0.0454197110512125,0.0212126106611901,"2019-03","2019-Q1",142600,0,"2019-03"
395000,2019-03-31,"Pottsville, PA","PA",271,70200,-0.00987306064880113,-0.0140449438202247,0.0430906389301634,0.0180296262048261,0.00695388358035154,"2019-01","2019-Q1",71400,-0.0168067226890756,"2018-10"
395221,2019-03-31,"Wheeling, OH","OH",272,86300,-0.00346420323325635,-0.00690448791714614,0.0286054827175209,0.0427556487099714,0.0287497529048057,"2019-01","2019-Q1",87000,-0.00804597701149425,"2018-09"
394598,2019-03-31,"Florence, AL","AL",273,110400,0.00454959053685168,0.00363636363636364,0.0385700846660395,0.0405527440485742,0.0100441520703614,"2019-03","2019-Q1",110400,0,"2019-03"
394639,2019-03-31,"Grand Junction, CO","CO",274,239800,0.00208942749686586,0.0122414520894892,0.0763016157989228,0.0673587683774026,0.0106011168159574,"2019-03","2019-Q1",239800,0,"2019-03"
394493,2019-03-31,"Concord, NH","NH",275,254000,0.00118249901458415,0.0099403578528827,0.0681244743481918,0.0534264188840983,0.0176645625290845,"2019-03","2019-Q1",254000,0,"2019-03"
394537,2019-03-31,"Dothan, AL","AL",276,119000,-0.00998336106489185,-0.0132669983416252,0.0303030303030303,0.0199658709947574,-0.00354339899819955,"2007-05","2007-Q2",135000,-0.118518518518519,"2006-11"
395066,2019-03-31,"Santa Fe, NM","NM",277,377800,0.0104305964161541,0.0442233278054174,0.172927662216703,0.0728559037474712,0.0175407774743632,"2019-03","2019-Q1",377800,0,"2019-03"
394727,2019-03-31,"Johnstown, PA","PA",278,69600,-0.0306406685236769,-0.072,-0.0594594594594595,-0.00425547359619982,-0.0299150773856076,"2009-06","2009-Q2",94700,-0.265047518479409,"2003-07"
395163,2019-03-31,"Traverse City, MI","MI",279,215700,0.000928074245939675,-0.0064486411791801,0.0943683409436834,0.0789756032733817,,"2018-11","2018-Q4",217400,-0.0078196872125115,"2018-10"
394671,2019-03-31,"Hattiesburg, MS","MS",280,150500,0.00266489007328448,0.0141509433962264,0.0280054644808743,0.0358465621299795,0.0229908086380073,"2019-03","2019-Q1",150500,0,"2019-03"
394515,2019-03-31,"Dalton, GA","GA",281,124800,0.00240963855421687,0.012987012987013,0.0947368421052632,0.0615017628296999,0.0175222384367895,"2019-03","2019-Q1",124800,0,"2019-03"
394860,2019-03-31,"Midland, TX","TX",282,263200,0.00650095602294455,0.0301369863013699,0.211228716060746,0.0727094168570561,0.0602668704370606,"2019-03","2019-Q1",263200,0,"2019-03"
394685,2019-03-31,"Homosassa Springs, FL","FL",283,154900,0.00453955901426719,0.0164041994750656,0.0832167832167832,0.104119003260692,0.022995270298988,"2006-08","2006-Q3",174900,-0.114351057747284,"2005-10"
394351,2019-03-31,"Auburn, AL","AL",284,192100,0.0131856540084388,0.0234416622269579,0.0690038953811909,0.0382856704640715,0.0101776704859717,"2019-03","2019-Q1",192100,0,"2019-03"
395182,2019-03-31,"Valdosta, GA","GA",285,127400,-0.00156739811912226,0.00157232704402516,0.0599001663893511,0.0261014021487203,0.000393314169514714,"2008-02","2008-Q1",131000,-0.0274809160305344,"2007-07"
394480,2019-03-31,"Coeur d'Alene, ID","ID",286,330300,0.00916590284142988,0.0399874055415617,0.167963224893918,0.102908828382262,0.0392751669593288,"2019-03","2019-Q1",330300,0,"2019-03"
395117,2019-03-31,"Springfield, OH","OH",287,108200,0.00371057513914657,0,0.059745347698335,0.0431448803369507,0.0138449839337325,"2019-03","2019-Q1",108200,0,"2019-03"
395119,2019-03-31,"St. George, UT","UT",288,313300,0.00448861814684194,0.014901198574668,0.14218009478673,0.0829894462500447,0.0277408886147408,"2019-03","2019-Q1",313300,0,"2019-03"
395079,2019-03-31,"Vero Beach, FL","FL",289,220100,-0.00362154821186057,-0.00452284034373587,0.0495946590367191,0.0931510744468298,0.0397148331671677,"2006-04","2006-Q2",244000,-0.0979508196721312,"2005-06"
394930,2019-03-31,"Odessa, TX","TX",290,174100,0.0116211504938989,0.0387828162291169,0.185159972770592,0.0593455629367716,0.0526720822086317,"2019-03","2019-Q1",174100,0,"2019-03"
394900,2019-03-31,"Napa, CA","CA",291,681400,0.00191148360535215,0.012782401902497,0.0468581963435244,0.0737968830172613,0.038995343058484,"2019-03","2019-Q1",681400,0,"2019-03"
394368,2019-03-31,"Battle Creek, MI","MI",292,97700,0.00102459016393443,-0.00812182741116751,0.0783664459161148,0.0886260967927253,0.0251654453222072,"2018-12","2018-Q4",98500,-0.00812182741116751,"2018-11"
394719,2019-03-31,"Jamestown, NY","NY",293,81700,0.00245398773006135,0.0199750312109863,-0.00849514563106796,0.0153721223252516,0.00845892049425978,"2018-04","2018-Q2",82400,-0.00849514563106796,"2018-02"
394577,2019-03-31,"Eureka, CA","CA",294,292900,0.000683293474547318,0,0.034982332155477,0.0643854229353362,0.0231430182938768,"2018-10","2018-Q4",296100,-0.01080715974333,"2018-08"
395013,2019-03-31,"Rapid City, SD","SD",295,215100,0.00232991612301957,0.014622641509434,0.056483300589391,0.0417696450367668,0.028819900330322,"2019-03","2019-Q1",215100,0,"2019-03"
394595,2019-03-31,"Flagstaff, AZ","AZ",296,360500,0.00417827298050139,0.0169252468265162,0.0634218289085546,0.0729647665742574,0.0226716129353821,"2019-03","2019-Q1",360500,0,"2019-03"
394810,2019-03-31,"Lumberton, NC","NC",297,74500,-0.00267737617135207,-0.00534045393858478,0.0376044568245125,0.0374159399113521,0.00539137954863711,"2018-09","2018-Q3",76200,-0.0223097112860892,"2018-07"
395215,2019-03-31,"Wausau, WI","WI",298,146100,0.00343406593406593,0.00343406593406593,0.0594633792603336,0.0477637560926323,0.0190288616225591,"2019-03","2019-Q1",146100,0,"2019-03"
394756,2019-03-31,"La Crosse, WI","WI",299,175800,0.000569151963574274,0.00860585197934595,0.0483005366726297,0.05818255727979,0.0283699768592851,"2019-03","2019-Q1",175800,0,"2019-03"
394783,2019-03-31,"Lebanon, PA","PA",300,172100,0.0023296447291788,0.00349854227405248,0.0342548076923077,0.0252850369109705,0.00416106853391729,"2019-03","2019-Q1",172100,0,"2019-03"
394703,2019-03-31,"Idaho Falls, ID","ID",301,212900,0.00566839867737364,0.0265188042430087,0.130042462845011,0.0751411677631357,0.0278898181817337,"2019-03","2019-Q1",212900,0,"2019-03"
395098,2019-03-31,"Sierra Vista, AZ","AZ",302,147000,0.00547195622435021,0.0201249132546843,0.09375,0.0424676855791757,-0.00418762724341315,"2006-05","2006-Q2",171800,-0.144353899883586,"2005-09"
394983,2019-03-31,"Pittsfield, MA","MA",303,213800,0.00375586854460094,0.00754005655042413,0.0743718592964824,0.0361698088374107,0.0100262782783818,"2019-03","2019-Q1",213800,0,"2019-03"
394780,2019-03-31,"Lawton, OK","OK",304,96400,0.00312174817898023,0.0201058201058201,0.172749391727494,0.0313816428762685,0.00767981100246096,"2019-03","2019-Q1",96400,0,"2019-03"
394712,2019-03-31,"Jackson, TN","TN",305,106900,-0.00186741363211951,-0.00186741363211951,0.0679320679320679,0.0484000952143329,0.0174704413631936,"2019-01","2019-Q1",107200,-0.00279850746268657,"2018-12"
394879,2019-03-31,"Morgantown, WV","WV",306,164000,0,0.00122100122100122,0.0167389956602604,0.0137176696518746,0.024693714023114,"2019-01","2019-Q1",164100,-0.000609384521633151,"2019-01"
394633,2019-03-31,"Glens Falls, NY","NY",307,173200,-0.00115340253748558,-0.00574052812858783,0.00697674418604651,0.0220573985760943,0.011884461155002,"2018-09","2018-Q3",175200,-0.0114155251141553,"2018-05"
395232,2019-03-31,"Winchester, VA","VA",308,223800,-0.00533333333333333,-0.00709849157054126,0.0261348005502063,0.0390384595222086,0.0130940220988625,"2006-03","2006-Q1",270900,-0.173864894795127,"2005-02"
395120,2019-03-31,"St. Joseph, MO","MO",309,113700,0.00530503978779841,0.0280289330922242,0.11252446183953,0.0574318875212541,0.0225202257501871,"2019-03","2019-Q1",113700,0,"2019-03"
394321,2019-03-31,"Altoona, PA","PA",310,110800,-0.0229276895943563,-0.0554134697357204,-0.0649789029535865,0.0018148939776772,0.010612022026478,"2016-12","2016-Q4",121900,-0.0910582444626743,"2015-02"
394905,2019-03-31,"New Bern, NC","NC",311,146700,-0.000681198910081744,0.00341997264021888,0.0367491166077739,0.02430799721838,-0.000475916176582603,"2007-08","2007-Q3",153000,-0.0411764705882353,"2006-10"
394442,2019-03-31,"Carbondale, IL","IL",312,89500,-0.00111607142857143,-0.00665926748057714,0.00111856823266219,0.0332416127193231,-0.00594607831807537,"2007-02","2007-Q1",95800,-0.0657620041753653,"2005-06"
394802,2019-03-31,"London, KY","KY",313,105700,-0.0149114631873253,-0.0293847566574839,0.057,0.0572970003216335,0.0214353578662054,"2019-01","2019-Q1",108900,-0.0293847566574839,"2018-09"
394800,2019-03-31,"Logan, ID","UT",314,265300,0.00721336370539104,0.0263056092843327,0.175454142667257,0.0690468293764315,0.0358713972526066,"2019-03","2019-Q1",265300,0,"2019-03"
394668,2019-03-31,"Harrisonburg, VA","VA",315,193700,-0.0020607934054611,-0.00103145951521403,0.0430802369413032,0.0298611362238461,0.0079237041500817,"2008-01","2008-Q1",196800,-0.0157520325203252,"2007-08"
394374,2019-03-31,"Beckley, WV","WV",316,74900,-0.0118733509234828,-0.0421994884910486,0.0288461538461538,0.0300299669524633,0.0199072293794618,"2018-09","2018-Q3",79600,-0.0590452261306533,"2018-05"
394824,2019-03-31,"Mansfield, OH","OH",317,106200,0.0028328611898017,0.00854700854700855,0.0971074380165289,0.0580310183809005,0.0213218107618274,"2019-03","2019-Q1",106200,0,"2019-03"
394635,2019-03-31,"Goldsboro, NC","NC",318,86400,0.00348432055749129,0.0188679245283019,0.0510948905109489,0.0142466277994955,0.00210755870610324,"2008-07","2008-Q3",86800,-0.00460829493087558,"2008-05"
394353,2019-03-31,"Augusta, ME","ME",319,153600,-0.000650618087182824,-0.00324464633354964,0.0267379679144385,0.0419017829134545,0.0284740130643757,"2018-12","2018-Q4",154100,-0.00324464633354964,"2018-11"
394661,2019-03-31,"Hammond, LA","LA",320,140000,0.00719424460431655,0.0108303249097473,0.126307320997586,0.0361916417281869,0.0133599976869849,"2019-03","2019-Q1",140000,0,"2019-03"
394728,2019-03-31,"Jonesboro, AR","AR",321,112900,-0.000884955752212389,0.00893655049151028,0.060093896713615,0.0445316854875151,0.0259312316801803,"2019-02","2019-Q1",113000,-0.000884955752212389,"2019-02"
395128,2019-03-31,"Staunton, VA","VA",322,190000,-0.00210084033613445,-0.000526038926880589,0.0331702011963023,0.0299945565061983,0.0060941149622713,"2006-09","2006-Q3",201500,-0.0570719602977667,"2006-04"
394893,2019-03-31,"Muncie, IN","IN",323,91900,0.00327510917030568,0.00437158469945355,0.0992822966507177,0.03334223834017,0.00689184247898167,"2019-03","2019-Q1",91900,0,"2019-03"
394890,2019-03-31,"Mount Vernon, WA","WA",324,357700,0.00874224478285392,0.0266934557979334,0.0975759435409635,0.0958897810408448,0.0350736026266287,"2019-03","2019-Q1",357700,0,"2019-03"
394307,2019-03-31,"Albany, OR","OR",325,253600,0.00435643564356436,0.0258899676375405,0.0992631122670134,0.108091173531273,0.0431621552931869,"2019-03","2019-Q1",253600,0,"2019-03"
395213,2019-03-31,"Watertown, NY","NY",326,128300,0.00785545954438335,-0.00696594427244582,-0.052437223042836,0.00814543914222376,0.0141336163864425,"2018-08","2018-Q3",139300,-0.0789662598707825,"2017-08"
395225,2019-03-31,"Williamsport, PA","PA",327,145900,0.000685871056241426,-0.0068073519400953,0.0252986647926915,0.0202257298518898,0.0279944432108163,"2018-11","2018-Q4",147400,-0.0101763907734057,"2018-10"
394474,2019-03-31,"Cleveland, TN","TN",328,149200,0.00606877950101146,0.0135869565217391,0.0986745213549337,0.0648010360608477,0.0325570033412177,"2019-03","2019-Q1",149200,0,"2019-03"
394390,2019-03-31,"Bismarck, ND","ND",329,243600,0,-0.00163934426229508,-0.0252100840336134,0.0223611167045228,0.0472657256616036,"2017-12","2017-Q4",252300,-0.0344827586206897,"2017-03"
394949,2019-03-31,"Owensboro, KY","KY",330,126700,0,0.00795544948289578,0.10462074978204,0.0559658183742771,0.0319614836113622,"2019-03","2019-Q1",126700,0,"2019-03"
394546,2019-03-31,"Dunn, NC","NC",331,164100,0.00736648250460405,0.016728624535316,0.0621359223300971,0.0348020494806847,0.0171052142756338,"2019-03","2019-Q1",164100,0,"2019-03"
395237,2019-03-31,"Wooster, OH","OH",332,147600,0.00203665987780041,0.0102669404517454,0.074235807860262,0.0482806309218313,0.0244724694785468,"2019-03","2019-Q1",147600,0,"2019-03"
394880,2019-03-31,"Morristown, TN","TN",333,130300,-0.00382262996941896,-0.0106302201974184,0.0227629513343799,0.0526809814867863,0.0233928718563301,"2018-09","2018-Q3",132500,-0.0166037735849057,"2018-08"
394734,2019-03-31,"Kankakee, IL","IL",334,123800,0.00161812297734628,0.00161812297734628,0.0663221360895779,0.0180634445187098,-0.00160131492648929,"2005-12","2005-Q4",141300,-0.123849964614296,"2005-05"
394423,2019-03-31,"Brunswick, GA","GA",335,196300,0.00873586844809866,0.0181535269709544,0.0656894679695983,0.0669065737469563,0.00363770475250802,"2007-10","2007-Q4",216100,-0.0916242480333179,"2006-07"
394932,2019-03-31,"Ogdensburg, NY","NY",336,77400,0.00259067357512953,0.0197628458498024,-0.0114942528735632,0.0157003162509384,0.0130320946534046,"2018-08","2018-Q3",82300,-0.0595382746051033,"2018-02"
395054,2019-03-31,"San Angelo, TX","TX",337,144800,0.00695410292072323,0.00905923344947735,0.0402298850574713,0.0437363531746469,0.036372574279528,"2019-03","2019-Q1",144800,0,"2019-03"
394857,2019-03-31,"Michigan City, IN","IN",338,147300,-0.00540175557056043,-0.00674308833445718,0.131336405529954,0.0658170298321012,0.0175323142650872,"2019-01","2019-Q1",148800,-0.0100806451612903,"2018-12"
753890,2019-03-31,"Holland, MI","MI",339,175700,0.00457404230989137,0.0126801152737752,0.0661407766990291,0.0760312757329233,0.0371490958503222,"2019-03","2019-Q1",175700,0,"2019-03"
395218,2019-03-31,"Wenatchee, WA","WA",340,324000,0.00402850945150294,0.0159924741298213,0.106179583475589,0.0860855756182843,0.0329011008431956,"2019-03","2019-Q1",324000,0,"2019-03"
394778,2019-03-31,"Lawrence, KS","KS",341,208700,0.00481463649494463,0.00821256038647343,0.0858480749219563,0.0404081312600209,0.0142859272121221,"2019-03","2019-Q1",208700,0,"2019-03"
394524,2019-03-31,"Decatur, IL","IL",342,75100,-0.00265604249667995,-0.00529801324503311,-0.0284605433376455,0.00651697853848154,-0.0250632126285451,"2010-02","2010-Q1",123700,-0.392886014551334,"2006-06"
394867,2019-03-31,"Missoula, MT","MT",343,317200,0.00634517766497462,0.024216984178237,0.101388888888889,0.0563094741393158,0.0271745210016197,"2019-03","2019-Q1",317200,0,"2019-03"
753915,2019-03-31,"Salem, OH","OH",344,87200,-0.0102156640181612,-0.0158013544018059,0.0595382746051033,0.0407913032132423,0.0147805879424325,"2019-01","2019-Q1",88800,-0.018018018018018,"2018-10"
394369,2019-03-31,"Bay City, MI","MI",345,90100,-0.00221483942414175,-0.00441988950276243,0.0440324449594438,0.0368152826647228,0.00824173330182965,"2004-08","2004-Q3",115500,-0.21991341991342,"2004-03"
394788,2019-03-31,"Lewiston, ME","ME",346,164700,0.00304506699147381,0.00980993255671367,0.0417457305502846,0.0418092681026443,0.0291235412982105,"2019-03","2019-Q1",164700,0,"2019-03"
395039,2019-03-31,"Roseburg, OR","OR",347,202700,0.00148221343873518,0.0185929648241206,0.11434854315558,0.0752932688598629,0.0245795006238576,"2019-03","2019-Q1",202700,0,"2019-03"
395139,2019-03-31,"Sumter, SC","SC",348,75200,-0.0079155672823219,0,0.162287480680062,0.061111952575239,0.0148393871632546,"2019-01","2019-Q1",75900,-0.00922266139657444,"2018-12"
395095,2019-03-31,"Show Low, AZ","AZ",349,201700,0.00548354935194417,0.028032619775739,0.123051224944321,0.0725618959233572,0.015408706835071,"2007-06","2007-Q2",229000,-0.119213973799127,"2006-07"
394396,2019-03-31,"Bluefield, WV","WV",350,73100,-0.00408719346049046,-0.00136612021857924,0.026685393258427,0.0104424455670289,0.0101167942004006,"2015-08","2015-Q3",75500,-0.0317880794701987,"2015-07"
394794,2019-03-31,"Lima, OH","OH",351,97100,0.00206398348813209,0.0135699373695198,0.0910112359550562,0.0384668469239475,0.0144772760105563,"2019-03","2019-Q1",97100,0,"2019-03"
394495,2019-03-31,"Cookeville, TN","TN",352,140600,-0.0021291696238467,0.0050035739814153,0.0924630924630925,0.0824773973861754,0.0382473216165191,"2019-02","2019-Q1",140900,-0.0021291696238467,"2019-01"
753872,2019-03-31,"California-Lexington Park, MD","MD",353,279100,0.00107604017216643,0.00359582883854729,0.0186131386861314,0.0158463537781961,-0.00067822278203189,"2006-11","2006-Q4",335800,-0.168850506253722,"2005-04"
394620,2019-03-31,"Gadsden, AL","AL",354,102000,-0.0087463556851312,-0.00970873786407767,0.0386965376782077,0.0413363631105752,0.00421367629883518,"2008-06","2008-Q2",105100,-0.0294957183634634,"2008-02"
394513,2019-03-31,"Cumberland, MD","MD",355,92600,-0.00322927879440258,0.00542888165038002,0.0607101947308133,0.0258660926874767,0.00163446802778489,"2019-01","2019-Q1",93000,-0.0043010752688172,"2019-01"
394804,2019-03-31,"Longview, WA","WA",356,269300,0.00410141685309471,0.0251237152645603,0.26968411126827,0.112259118477303,0.0420394244365008,"2019-03","2019-Q1",269300,0,"2019-03"
395222,2019-03-31,"Whitewater, WI","WI",357,208900,-0.00428979980934223,-0.0132262635805385,0.0476429287863591,0.0493323390084042,0.0118418864979795,"2018-11","2018-Q4",212400,-0.0164783427495292,"2018-09"
394599,2019-03-31,"Fond du Lac, WI","WI",358,149900,-0.00332446808510638,-0.00133244503664224,0.0909752547307133,0.0393375842668249,0.0162372172203205,"2019-01","2019-Q1",151000,-0.00728476821192053,"2018-12"
394709,2019-03-31,"Ithaca, NY","NY",359,205200,0.001953125,0.00538951494365507,-0.00965250965250965,0.0382324737094841,0.0245546955546696,"2018-03","2018-Q1",207200,-0.00965250965250965,"2018-02"
394340,2019-03-31,"Ashtabula, OH","OH",360,94300,-0.00632244467860906,-0.00632244467860906,0.0801832760595647,0.021223501022682,0.00820580026227513,"2019-01","2019-Q1",95200,-0.00945378151260504,"2018-12"
