id,neighbourhood_cleansed,room_type,accommodates,bathrooms,bedrooms,price,minimum_nights,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_value
37197,East Village,Entire home/apt,4,1,2,162,2,5,62,90,10,9
34370745,East Harlem,Private room,2,1,1,75,7,8,0,,,
34321168,East Harlem,Entire home/apt,6,1,2,270,1,28,0,,,
34321146,East Village,Entire home/apt,7,1.5,3,299,5,79,0,,,
34285485,Bushwick,Private room,2,1,1,50,2,166,0,,,
34284185,Upper West Side,Private room,1,1,1,60,1,10,0,,,
34207673,Chelsea,Private room,1,1,0,159,1,358,0,,,
34200677,Flatbush,Entire home/apt,2,1,1,95,1,347,0,,,
34151215,Bedford-Stuyvesant,Entire home/apt,4,1,2,100,1,28,0,,,
33996948,Chelsea,Entire home/apt,5,1,2,250,3,0,0,,,
33995462,Belmont,Shared room,2,1,1,49,1,89,0,,,
33446557,Lower East Side,Entire home/apt,5,1,2,240,1,20,3,100,10,9
33431582,East Harlem,Shared room,1,1,1,45,1,84,8,100,10,10
33419182,Bedford-Stuyvesant,Private room,1,1,1,50,3,99,1,20,2,2
33405084,Bedford-Stuyvesant,Entire home/apt,5,1,2,175,3,41,1,100,10,10
33393883,Upper West Side,Entire home/apt,6,2,2,300,1,17,1,100,10,10
33370983,Roosevelt Island,Entire home/apt,2,1,1,129,90,354,0,,,
33369679,Bedford-Stuyvesant,Private room,1,2,1,42,30,336,0,,,
33348028,Upper East Side,Private room,2,1,1,100,1,37,6,93,10,10
33072804,Midtown,Entire home/apt,3,1,1,170,30,311,0,,,
33016752,Bushwick,Entire home/apt,3,1,2,65,3,29,6,100,10,10
32987851,Nolita,Private room,2,1,1,100,1,22,3,100,10,9
20171270,Flushing,Private room,3,2,1,43,2,353,60,97,10,10
20163695,Rego Park,Entire home/apt,4,1,0,115,1,338,73,92,9,9
20150874,Bushwick,Private room,1,1,1,75,2,0,8,97,10,9
20141920,Bedford-Stuyvesant,Entire home/apt,11,1,2,389,1,123,97,97,10,10
20091873,Gramercy,Entire home/apt,2,1,1,125,3,0,5,90,9,9
19998689,Astoria,Private room,2,1,1,150,2,0,4,100,10,10
19912814,Bedford-Stuyvesant,Entire home/apt,3,1,1,110,7,0,1,80,8,10
19855804,East Village,Entire home/apt,2,1,1,110,30,182,41,97,10,10
19823445,Bedford-Stuyvesant,Entire home/apt,4,1,0,150,2,328,53,95,10,10
19802994,Flushing,Entire home/apt,4,1,1,89,1,157,87,95,10,10
19532805,Roosevelt Island,Private room,2,1,1,80,3,0,35,93,9,9
19532789,Bedford-Stuyvesant,Private room,4,1,1,95,3,247,26,87,9,9
33364624,Long Island City,Private room,2,1,1,88,1,363,3,87,8,10
33334906,Hell's Kitchen,Entire home/apt,4,1,1,200,30,148,0,,,
33220304,Bushwick,Private room,1,3,1,35,30,150,0,,,
33189755,Midtown,Private room,5,1,1,399,1,363,0,,,
33127817,Bushwick,Private room,2,1,1,78,3,55,0,,,
33094168,Midtown,Entire home/apt,4,1,2,449,1,344,2,100,10,10
33091961,SoHo,Entire home/apt,4,1,2,149,30,257,0,,,
33090428,SoHo,Private room,1,1,1,59,30,215,0,,,
33036388,Upper West Side,Entire home/apt,8,2,4,300,4,339,2,100,10,10
33023192,Astoria,Private room,3,1,1,70,3,95,4,95,10,10
32991324,Bushwick,Private room,2,1,1,400,1,109,2,80,10,10
32861073,Midtown,Private room,4,1,1,375,1,241,0,,,
32857674,Bedford-Stuyvesant,Entire home/apt,2,1,0,104,1,90,7,91,10,9
32839310,Upper East Side,Entire home/apt,2,1,1,115,90,92,0,,,
32749511,Bedford-Stuyvesant,Entire home/apt,4,1,2,120,28,281,0,,,
32718005,SoHo,Private room,2,2,1,66,30,245,0,,,
9528959,Astoria,Entire home/apt,4,1,1,105,1,301,81,91,10,9
9477359,East Village,Entire home/apt,2,1,1,180,7,0,1,100,10,10
9427331,Bushwick,Entire home/apt,2,1,0,108,2,0,4,70,8,8
9256750,Bushwick,Private room,2,1.5,1,45,2,3,66,98,10,10
9093389,Park Slope,Entire home/apt,2,1,0,90,5,0,1,80,10,10
19376114,East Flatbush,Private room,3,1,1,37,7,42,62,98,10,10
19288937,East Village,Entire home/apt,4,1,2,250,2,186,91,97,10,10
19272653,Hell's Kitchen,Private room,2,0.5,1,87,4,0,0,,,
19163888,Upper East Side,Entire home/apt,2,1,0,98,12,0,12,100,10,10
19121995,Flatlands,Private room,2,1,0,89,1,361,62,94,10,9
18958355,Long Island City,Private room,2,2,1,71,2,152,92,97,10,10
18872495,Long Island City,Private room,2,1,1,60,1,0,7,93,10,9
18721027,Sunset Park,Entire home/apt,6,1,1,75,3,0,2,100,10,10
18634847,Bedford-Stuyvesant,Private room,1,2,1,50,2,260,14,97,10,10
18521860,Park Slope,Entire home/apt,4,1,2,180,2,272,58,97,10,10
18410069,Flatbush,Entire home/apt,7,1,4,175,7,0,3,90,10,10
18397006,Flushing,Private room,1,1,1,180,1,0,0,,,
18191456,Flushing,Entire home/apt,2,1,1,115,30,7,2,100,10,10
18176798,Lower East Side,Entire home/apt,2,1,1,200,3,0,7,93,9,9
18078011,Edenwald,Private room,2,1,1,50,2,235,0,,,
17934924,Park Slope,Entire home/apt,4,1,1,100,4,0,4,100,10,10
17865967,Astoria,Private room,1,1.5,1,30,90,365,2,60,7,6
17864665,Upper East Side,Entire home/apt,2,1,1,110,14,215,2,100,10,10
17682208,Bushwick,Entire home/apt,4,1,1,210,3,25,66,94,10,9
17607488,Bedford-Stuyvesant,Entire home/apt,2,1,1,71,5,0,0,,,
17602108,East Village,Entire home/apt,3,1,0,175,30,272,13,100,10,10
17554889,East Village,Private room,3,1,1,160,3,0,15,96,10,9
17513238,Murray Hill,Entire home/apt,4,1,2,185,30,343,10,84,8,8
17418006,Cambria Heights,Entire home/apt,6,1,3,150,2,254,58,100,10,10
17405812,Upper West Side,Entire home/apt,2,1,0,110,7,0,3,93,9,8
17256012,Bushwick,Entire home/apt,6,1,2,150,3,238,56,94,10,9
16898313,Boerum Hill,Entire home/apt,6,1,2,148,2,7,21,98,10,10
16710300,West Village,Entire home/apt,2,1,0,164,4,1,19,93,10,9
16489149,Midtown,Private room,6,2,2,999,3,365,1,60,2,4
16363175,Gramercy,Entire home/apt,2,2,1,149,10,27,9,100,10,10
26298106,West Village,Private room,1,1,1,75,30,150,0,,,
26158601,West Village,Entire home/apt,3,1,1,260,1,43,14,100,10,9
26064299,Greenwich Village,Private room,1,1,1,129,1,224,28,88,9,9
25826202,Hell's Kitchen,Private room,1,1,1,100,7,351,2,100,10,10
25810632,Hell's Kitchen,Private room,2,2,1,55,7,356,9,94,9,9
25805204,Midtown,Entire home/apt,2,1,0,449,3,89,0,,,
25499011,Lower East Side,Private room,2,1.5,1,91,15,316,0,,,
25344770,Gramercy,Entire home/apt,2,1,1,150,5,0,1,100,10,10
25327993,Little Italy,Private room,3,1,1,100,1,339,19,81,9,8
25289848,Bedford-Stuyvesant,Entire home/apt,4,1,2,150,1,0,4,100,10,9
25197784,Bedford-Stuyvesant,Entire home/apt,4,1,2,100,3,331,3,50,7,6
25090268,Bushwick,Private room,2,1,1,60,2,52,28,99,10,10
25071168,Park Slope,Entire home/apt,4,1,1,125,1,313,34,98,10,10
16164613,Upper West Side,Entire home/apt,1,1,1,200,2,0,3,90,9,10
15956780,Gravesend,Private room,2,1,1,40,2,252,7,97,9,9
15916709,Norwood,Private room,1,1,1,40,1,0,1,100,10,10
15884157,Bushwick,Private room,2,2,1,50,1,0,4,100,10,9
14171171,East Harlem,Entire home/apt,4,1,1,150,4,0,1,100,10,10
13957427,East Village,Entire home/apt,3,1,1,175,4,57,2,80,8,7
13859134,Forest Hills,Private room,2,1,1,90,1,4,31,98,10,10
13785581,Midtown,Entire home/apt,2,1,0,145,29,180,2,100,8,8
13754150,Midtown,Entire home/apt,2,1,1,140,30,137,13,98,10,9
13564452,Long Island City,Shared room,2,1,1,130,10,0,7,97,10,10
13525760,Bedford-Stuyvesant,Private room,1,2,1,75,6,78,32,98,10,10
13525592,Upper West Side,Entire home/apt,2,1,1,250,1,0,0,,,
13491064,Upper East Side,Entire home/apt,3,1,0,90,1,0,3,93,9,9
13479302,Gramercy,Entire home/apt,3,1,1,170,4,0,9,98,10,9
13412231,Bushwick,Entire home/apt,2,1,1,150,3,0,0,,,
13410478,Chelsea,Entire home/apt,4,1,0,275,3,0,1,100,10,10
13410276,Upper West Side,Private room,2,1,1,85,2,0,4,100,9,9
13407476,Midtown,Entire home/apt,4,1,2,200,30,139,2,70,7,8
13266298,East Village,Entire home/apt,4,1,1,87,2,0,2,100,10,9
13112855,Gramercy,Entire home/apt,4,1,1,180,30,351,1,100,10,10
13081306,Hell's Kitchen,Entire home/apt,3,1,0,115,30,289,5,92,10,8
13076887,Midtown,Entire home/apt,3,1,0,190,4,0,0,,,
13044964,Upper East Side,Shared room,1,1,1,45,30,194,17,96,10,10
12813206,Sunset Park,Entire home/apt,4,1,1,139,2,162,20,99,10,9
12247741,Upper East Side,Private room,2,1,1,65,1,0,2,70,9,8
12192216,East Harlem,Entire home/apt,2,1,1,115,2,11,16,98,10,10
11928713,Flatbush,Shared room,1,1,1,38,3,68,27,92,9,9
11651554,Greenwich Village,Entire home/apt,2,1,1,142,30,157,9,96,10,9
11309973,East Village,Entire home/apt,5,1,3,278,30,286,0,,,
11187353,Cobble Hill,Entire home/apt,3,1,1,190,3,251,21,100,10,10
11158160,Bedford-Stuyvesant,Private room,1,1,1,75,1,0,0,,,
10782718,Astoria,Entire home/apt,2,1,0,75,1,0,0,,,
10657189,Bedford-Stuyvesant,Private room,2,1,1,77,2,312,66,96,10,9
10542679,Bedford-Stuyvesant,Private room,1,1,1,45,10,61,25,97,10,10
20304654,Lower East Side,Private room,2,1,1,115,1,310,164,96,10,9
20235984,Bushwick,Private room,2,1,1,55,6,0,0,,,
9882147,Bedford-Stuyvesant,Private room,1,1,1,40,15,0,0,,,
9790748,Upper East Side,Entire home/apt,5,1.5,2,260,30,365,1,100,10,10
9596708,Hell's Kitchen,Private room,7,1,1,199,2,181,87,92,9,9
8210423,Chelsea,Private room,1,1,1,103,3,96,93,96,10,10
8174397,Roosevelt Island,Shared room,1,1,1,45,1,0,1,100,10,10
8141967,Bedford-Stuyvesant,Private room,1,1,1,30,7,0,0,,,
8021914,Upper West Side,Private room,2,1,1,152,1,92,39,89,10,9
7999409,Upper West Side,Shared room,1,1,1,65,2,0,7,93,9,10
647413,Prospect Heights,Entire home/apt,3,1,1,150,3,23,18,94,9,10
594640,Chelsea,Entire home/apt,3,1,1,275,6,102,58,96,10,9
593292,Murray Hill,Entire home/apt,2,1,0,165,1,174,308,90,10,9
576916,Upper West Side,Entire home/apt,4,1,1,165,4,0,4,100,10,10
29415474,Bedford-Stuyvesant,Entire home/apt,2,1,1,160,30,215,0,,,
24891549,Bedford-Stuyvesant,Private room,2,1,1,80,30,90,10,95,9,10
24824820,Upper West Side,Entire home/apt,2,1,1,160,2,3,17,96,10,10
24823404,Flushing,Private room,2,2,1,59,1,80,25,95,10,9
24653231,Murray Hill,Entire home/apt,7,2,2,334,30,295,4,85,10,10
24647212,Midtown,Entire home/apt,2,1,1,499,14,179,0,,,
24599215,Bushwick,Entire home/apt,10,2,3,240,3,193,44,94,10,10
24327382,East Harlem,Entire home/apt,3,1,1,325,2,173,6,100,10,9
24287826,Upper East Side,Private room,2,1,1,100,2,22,33,94,10,9
24181763,Cypress Hills,Private room,4,1,2,99,2,297,56,97,10,10
24149436,Upper East Side,Entire home/apt,2,1,0,165,2,17,41,94,10,9
31565105,Bedford-Stuyvesant,Private room,2,1,1,69,2,141,1,100,10,8
31438659,Midtown,Private room,1,1,1,55,1,315,19,83,9,9
31269651,East Flatbush,Private room,1,1,1,53,2,126,4,100,10,10
31253507,Hell's Kitchen,Entire home/apt,6,1,3,800,3,242,0,,,
31238044,East Flatbush,Entire home/apt,4,1,2,130,1,196,9,87,9,10
31211375,Bushwick,Private room,2,1,1,45,1,13,24,94,10,10
31210579,Bedford-Stuyvesant,Private room,2,1,0,50,7,0,0,,,
31201605,East Village,Private room,2,1,1,120,2,44,8,100,10,10
31188378,Hell's Kitchen,Private room,2,1,1,209,1,104,5,76,8,8
31149038,Hell's Kitchen,Entire home/apt,4,1,2,600,1,365,1,60,6,6
31145076,East Flatbush,Entire home/apt,7,1.5,3,125,2,194,5,96,10,10
30939405,Upper East Side,Entire home/apt,4,1,1,235,3,15,4,95,10,9
30912539,Prospect Heights,Entire home/apt,10,2.5,4,275,2,0,5,95,7,10
30904215,Chelsea,Entire home/apt,6,1,2,350,10,250,9,93,10,8
30855904,Midtown,Entire home/apt,3,1,1,160,30,45,1,100,10,10
30767663,Bushwick,Entire home/apt,2,1,1,100,3,3,1,100,10,10
30709893,Midtown,Private room,4,2,1,172,1,63,10,88,9,9
30709074,Chelsea,Private room,2,1,1,140,1,73,5,84,9,8
30691484,Bushwick,Entire home/apt,4,1,3,200,1,23,15,96,10,9
30592236,Hell's Kitchen,Entire home/apt,8,1,3,286,3,107,6,93,10,9
30568762,Hell's Kitchen,Entire home/apt,5,1,2,199,1,0,18,100,10,10
30565107,Flushing,Private room,6,1,4,49,1,180,1,80,10,10
30470365,Bushwick,Entire home/apt,6,1,2,250,4,11,4,95,10,10
30394467,Chelsea,Entire home/apt,2,1,1,363,30,294,0,,,
30393355,Murray Hill,Entire home/apt,2,1.5,1,299,60,277,0,,,
30392704,Chelsea,Entire home/apt,2,1,1,301,30,267,0,,,
30388552,Hell's Kitchen,Entire home/apt,2,1,0,274,30,349,0,,,
30388352,Upper East Side,Entire home/apt,2,1,1,281,30,170,1,100,10,10
30387064,West Village,Entire home/apt,2,1,1,411,30,307,0,,,
21827433,Bedford-Stuyvesant,Entire home/apt,5,2,2,160,5,0,0,,,
21802239,Hell's Kitchen,Entire home/apt,3,1,1,270,6,125,28,96,9,9
21771486,Sunset Park,Private room,1,1,1,30,2,0,7,94,10,10
21649695,Hell's Kitchen,Entire home/apt,3,1,1,140,2,0,26,94,10,10
21635015,Bushwick,Private room,2,1,1,60,3,0,7,100,10,10
21007370,SoHo,Private room,2,1,1,175,3,151,17,99,10,10
20810529,Upper East Side,Entire home/apt,2,1,1,225,30,364,0,,,
20792967,Bedford-Stuyvesant,Entire home/apt,2,1,1,74,4,0,1,100,10,10
20722247,Chelsea,Private room,2,1,1,75,30,144,1,100,10,8
20631204,Bedford-Stuyvesant,Private room,2,1,1,67,2,29,23,95,10,9
20541892,Astoria,Entire home/apt,3,1,1,250,1,0,3,87,10,9
20530001,Bedford-Stuyvesant,Private room,2,4,1,55,2,343,41,86,9,9
20520410,East Harlem,Shared room,1,1,1,75,7,0,1,100,10,10
29397321,East Harlem,Private room,1,1,1,80,2,25,17,100,10,10
29359386,Hell's Kitchen,Entire home/apt,6,2,2,475,30,327,5,96,9,9
29271438,Bushwick,Entire home/apt,2,1,1,110,3,0,4,95,10,10
29243359,Upper East Side,Shared room,1,1,1,75,1,365,1,100,10,10
29082165,Bedford-Stuyvesant,Private room,4,1.5,1,90,1,264,42,93,10,9
29035162,Prospect Heights,Entire home/apt,4,2.5,2,400,32,0,1,100,10,10
25083937,Gramercy,Entire home/apt,2,1,0,176,3,25,50,99,10,10
25011804,East Harlem,Private room,2,1,1,125,1,15,67,98,10,10
24700984,Bedford-Stuyvesant,Entire home/apt,4,1,1,115,3,0,9,98,10,10
24632516,Bushwick,Private room,2,1,1,115,3,102,33,98,10,9
24565942,Lower East Side,Shared room,1,1.5,1,32,14,308,5,96,9,9
24535218,Tribeca,Entire home/apt,2,1,1,335,30,257,0,,,
24223406,Bushwick,Private room,4,4,1,65,2,351,33,76,9,9
23627589,Chelsea,Entire home/apt,2,1,1,500,30,180,2,,,
23565482,Hell's Kitchen,Entire home/apt,6,1,3,295,3,21,66,91,9,9
23481672,Hell's Kitchen,Entire home/apt,6,2,2,300,30,237,1,100,10,10
6775943,Woodhaven,Entire home/apt,3,1,1,65,1,318,72,91,10,9
6723207,Flatbush,Entire home/apt,4,1,1,75,7,0,0,,,
4802299,Astoria,Entire home/apt,4,1,1,150,2,0,2,90,9,8
4773463,Long Island City,Entire home/apt,2,1,0,175,1,0,0,,,
4730857,West Village,Entire home/apt,4,1,1,299,5,0,0,,,
4728136,Sunset Park,Private room,2,1,1,37,3,0,9,93,9,9
4660939,Astoria,Private room,2,1,1,120,3,0,18,94,9,9
4472978,Hell's Kitchen,Entire home/apt,2,1,0,195,1,153,122,99,10,10
8780378,Bushwick,Private room,2,1,1,60,3,0,1,100,10,10
8684074,Laurelton,Private room,4,1,1,42,2,124,54,84,9,9
8534697,Murray Hill,Entire home/apt,4,1,1,159,1,315,146,86,9,9
8420870,Gramercy,Entire home/apt,4,1,1,190,2,263,125,86,9,9
8306839,Midtown,Private room,4,1,1,399,6,0,0,,,
6937480,Bushwick,Private room,2,1,1,70,5,0,1,80,10,10
6833049,West Village,Entire home/apt,2,1,1,150,4,0,5,100,10,10
6782841,Bushwick,Private room,2,1,1,50,91,246,42,97,10,10
6766259,Astoria,Private room,2,1,1,75,1,307,10,96,10,10
6703091,East Village,Entire home/apt,2,1,1,100,5,0,0,,,
6693403,Flatbush,Entire home/apt,3,1,1,175,1,0,0,,,
6646365,Bushwick,Private room,2,1,1,50,8,13,23,96,9,9
6635985,Long Island City,Private room,1,1,1,50,1,62,0,,,
6627650,East Harlem,Private room,2,1,1,50,2,0,0,,,
6574353,Bedford-Stuyvesant,Private room,2,1,1,85,1,0,0,,,
6477272,Astoria,Entire home/apt,2,1,1,155,6,171,4,93,10,9
6311978,Lower East Side,Private room,2,1,1,60,1,0,1,80,8,8
6227341,Bedford-Stuyvesant,Private room,1,1,1,45,1,0,0,,,
6188014,Upper West Side,Entire home/apt,2,1,1,220,1,0,4,95,10,10
7952963,Gramercy,Private room,1,1,1,160,3,327,49,100,10,10
7939785,West Village,Entire home/apt,2,1.5,1,625,3,363,0,,,
7870403,Long Island City,Entire home/apt,4,1,1,138,1,18,216,95,10,10
7858468,Hell's Kitchen,Private room,1,1,1,99,1,259,295,98,10,10
7819706,East Village,Entire home/apt,2,1,1,150,1,0,0,,,
7693424,East Flatbush,Private room,1,1,1,100,1,365,2,50,9,5
7572637,Prospect Heights,Entire home/apt,5,1,2,175,2,0,5,96,10,10
7545168,Bedford-Stuyvesant,Private room,2,1,1,58,2,0,29,99,10,10
7500228,Battery Park City,Private room,2,1,1,99,2,0,31,94,10,10
7399754,Carroll Gardens,Entire home/apt,2,1,1,150,1,0,6,83,9,8
7277600,Upper East Side,Entire home/apt,3,1,0,175,1,0,0,,,
7215836,East Village,Private room,1,1,1,90,8,0,3,70,6,7
7170149,Hell's Kitchen,Entire home/apt,6,1,2,319,3,135,26,95,9,9
7003543,Chelsea,Entire home/apt,2,1,0,160,3,0,13,92,9,9
6800277,Hell's Kitchen,Private room,2,1,1,155,1,211,175,95,10,9
6797129,Upper West Side,Entire home/apt,4,1,1,375,1,0,0,,,
6631351,Bedford-Stuyvesant,Entire home/apt,2,1,1,91,3,0,12,98,10,10
6568625,Park Slope,Shared room,2,1,1,145,4,49,6,93,10,10
6279160,Upper West Side,Private room,2,1,1,175,2,0,0,,,
6200613,Upper West Side,Private room,1,1,1,90,7,0,0,,,
6197915,Lower East Side,Entire home/apt,2,1,0,99,30,289,7,89,9,8
6114161,Nolita,Private room,1,1,1,125,1,0,1,100,10,10
5870127,Bedford-Stuyvesant,Entire home/apt,5,1,2,185,21,316,207,95,10,9
5869197,Upper West Side,Entire home/apt,4,1,1,250,1,0,3,100,10,10
5811254,Bedford-Stuyvesant,Entire home/apt,4,2.5,2,255,6,30,12,97,10,9
5773199,Upper West Side,Entire home/apt,2,1,1,150,3,0,44,98,10,10
5736059,Bedford-Stuyvesant,Private room,1,1.5,1,65,1,80,20,97,10,10
5671103,Astoria,Private room,2,1,1,80,3,0,11,96,10,10
5638792,Astoria,Private room,2,1,1,60,1,81,0,,,
5591612,Flatbush,Entire home/apt,4,1,1,130,5,109,44,88,9,9
5124475,East Harlem,Private room,2,1,1,115,2,2,193,97,10,10
5004463,Midwood,Private room,3,1,1,60,10,329,25,100,10,10
4925368,Bedford-Stuyvesant,Private room,2,1,3,60,3,282,27,93,10,9
4823682,Bedford-Stuyvesant,Entire home/apt,2,1,1,,7,0,3,93,10,9
4794322,Upper East Side,Entire home/apt,2,1,1,200,1,0,3,87,10,9
15361785,Upper West Side,Private room,2,1.5,1,77,4,88,88,97,10,10
15191882,Midtown,Entire home/apt,4,1,0,297,2,246,16,83,9,8
15060262,Bedford-Stuyvesant,Private room,2,1,1,99,7,72,0,,,
14917475,Bushwick,Entire home/apt,5,1,0,80,29,337,42,96,10,10
14745007,Upper East Side,Entire home/apt,5,2,2,367,30,365,0,,,
14556587,Upper West Side,Entire home/apt,2,1,1,160,2,0,2,100,10,10
14547628,West Village,Shared room,2,1,1,80,1,0,37,98,10,10
14331775,Upper East Side,Entire home/apt,1,1,0,180,4,305,8,100,10,10
4720789,West Village,Entire home/apt,3,1,1,250,5,0,1,100,10,10
4707159,Hell's Kitchen,Private room,1,1,1,125,1,0,1,80,8,10
4672445,West Village,Entire home/apt,3,1,1,199,5,92,104,97,9,9
4614146,East Village,Private room,2,1,1,79,2,0,2,100,10,10
4384181,Bedford-Stuyvesant,Entire home/apt,4,1,2,83,2,236,75,93,9,9
534822,Upper East Side,Entire home/apt,4,2,2,345,30,364,0,,,
279857,Bedford-Stuyvesant,Entire home/apt,16,5,8,800,4,211,115,96,10,10
275976,Bedford-Stuyvesant,Entire home/apt,6,1,2,165,3,248,199,93,10,10
265506,Upper East Side,Entire home/apt,6,1,2,485,7,0,11,98,9,9
235951,Midtown,Entire home/apt,2,1,1,190,4,38,127,94,10,9
220563,Bedford-Stuyvesant,Private room,2,1,1,75,3,0,59,94,9,9
219818,Lower East Side,Entire home/apt,4,1,1,199,1,92,14,94,10,9
136493,Park Slope,Entire home/apt,5,3,3,250,7,153,17,98,10,9
75635,Lower East Side,Entire home/apt,3,1,0,150,3,155,272,96,10,10
74680,Astoria,Entire home/apt,3,1,1,115,2,229,190,93,10,9
53196,Bedford-Stuyvesant,Private room,3,1,1,80,2,0,11,98,10,10
23686,West Village,Entire home/apt,5,2,3,500,5,234,45,90,9,9
20853,Prospect Heights,Entire home/apt,4,2.5,2,250,10,92,19,99,10,10
7322,Chelsea,Private room,3,1,1,140,1,6,248,96,10,10
34370061,Midtown,Private room,2,1,1,200,2,335,0,,,
34284225,Upper West Side,Entire home/apt,2,1.5,0,199,1,37,0,,,
34203709,Chelsea,Entire home/apt,4,1,1,269,1,365,0,,,
34135694,West Village,Shared room,1,1,1,40,1,67,0,,,
34085654,Park Slope,Entire home/apt,4,2,1,250,2,139,1,,,
33995646,Upper West Side,Entire home/apt,4,1,2,120,20,66,0,,,
33902619,Bedford-Stuyvesant,Private room,3,2,1,81,2,136,1,100,10,10
33856310,Bedford-Stuyvesant,Entire home/apt,4,1,1,76,3,307,0,,,
33716706,East Village,Entire home/apt,6,1,2,195,3,251,0,,,
33605327,Woodhaven,Private room,1,1,1,39,3,347,2,90,9,9
33562357,Flushing,Private room,2,1,0,46,2,179,0,,,
33559960,East Village,Private room,2,1,1,135,1,177,0,,,
33525699,Chelsea,Entire home/apt,4,1,1,263,1,365,0,,,
33524882,SoHo,Entire home/apt,2,1,1,235,1,87,1,100,8,10
33485823,East Village,Private room,2,1,1,80,1,336,1,100,10,10
33472626,Inwood,Private room,2,1,1,55,7,249,0,,,
33433134,Bedford-Stuyvesant,Private room,2,1,1,69,10,80,1,,,
33421406,Kew Gardens,Private room,3,1,1,60,3,337,1,100,10,10
8951480,Upper West Side,Entire home/apt,4,1,1,99,7,0,2,90,9,9
8667280,Sunset Park,Entire home/apt,8,1,3,195,3,224,105,98,10,10
8444730,Greenwich Village,Entire home/apt,2,1,0,190,4,0,4,93,10,9
8442642,Astoria,Private room,2,1,1,109,1,64,2,100,10,10
8442243,Upper East Side,Private room,2,1,1,175,1,0,0,,,
32511315,Upper East Side,Entire home/apt,3,1,1,149,30,58,0,,,
32466401,Murray Hill,Entire home/apt,2,1,0,140,29,276,0,,,
28101217,Bushwick,Entire home/apt,4,1,2,143,2,0,3,90,9,9
27957027,Bedford-Stuyvesant,Private room,2,2,1,39,2,36,47,98,10,10
27954057,East Harlem,Private room,2,2,1,90,1,0,45,98,10,10
27551268,Chelsea,Entire home/apt,2,1,0,150,2,0,5,100,10,9
27530761,Flushing,Private room,2,1,1,63,1,334,18,89,9,9
27509562,Brownsville,Private room,2,1,1,45,7,64,5,88,9,9
27372891,Chelsea,Entire home/apt,4,1,1,200,1,1,11,96,10,10
27201540,Bedford-Stuyvesant,Entire home/apt,2,1,0,150,5,0,5,96,9,10
26868493,Bedford-Stuyvesant,Entire home/apt,2,1,2,89,2,26,43,88,9,9
26815405,Hell's Kitchen,Private room,4,1.5,1,140,2,365,4,90,9,8
26777200,Hell's Kitchen,Private room,2,2,1,115,1,227,46,91,9,9
26776819,Hell's Kitchen,Private room,2,2,1,110,1,241,43,84,9,9
26719426,Flushing,Entire home/apt,2,1,1,60,1,13,28,88,9,9
26681846,Hell's Kitchen,Private room,2,1,1,80,7,271,6,60,7,7
26600090,Astoria,Private room,2,1,1,51,2,163,25,94,10,10
26451520,Bedford-Stuyvesant,Entire home/apt,14,3,5,800,1,358,0,,,
26094506,Upper East Side,Private room,2,1,1,95,1,102,33,95,10,9
26011175,Lower East Side,Private room,1,1,1,75,1,23,6,97,10,9
25976738,Upper West Side,Entire home/apt,3,1,1,169,2,0,7,97,10,9
25798995,Bushwick,Private room,2,1,1,45,4,0,6,80,9,9
25639737,Hell's Kitchen,Private room,2,1,1,99,1,346,27,88,9,9
25590707,Flushing,Private room,2,1,2,65,2,362,7,70,7,8
25589838,East Village,Private room,2,1,1,65,5,211,14,87,10,9
25537456,Upper East Side,Entire home/apt,1,1,0,165,30,83,0,,,
33971186,West Village,Entire home/apt,2,1,0,220,3,57,0,,,
33945711,Bushwick,Entire home/apt,6,1,2,249,6,166,0,,,
33810104,Long Island City,Private room,2,1,1,100,1,8,1,100,10,10
33802118,Bedford-Stuyvesant,Private room,2,1,1,100,1,362,2,90,10,9
33801024,Grant City,Entire home/apt,1,1,0,44,7,64,0,,,
33796251,Bedford-Stuyvesant,Private room,2,1,0,,114,347,0,,,
33782653,East Flatbush,Private room,2,1,1,100,2,365,1,100,10,10
33775190,Midtown,Entire home/apt,4,1,1,150,2,110,3,100,10,10
33743807,Bushwick,Entire home/apt,2,1.5,0,100,2,6,1,100,10,10
33734483,West Village,Entire home/apt,2,1,1,250,3,268,0,,,
33655013,Hell's Kitchen,Entire home/apt,2,1,1,195,6,8,0,,,
33619915,SoHo,Private room,1,1,1,119,1,112,1,100,10,10
33528610,Bedford-Stuyvesant,Private room,2,2,1,65,2,147,2,90,10,10
25510738,Upper West Side,Private room,4,1,1,220,1,141,19,98,9,9
25448314,Upper East Side,Entire home/apt,3,2,1,123,30,273,1,100,10,10
25266473,Upper West Side,Entire home/apt,5,2,2,300,30,365,0,,,
16710935,Upper West Side,Entire home/apt,4,2,1,499,2,171,10,100,10,10
16584878,Cobble Hill,Entire home/apt,6,2,2,350,30,122,2,100,10,10
16529936,East Harlem,Private room,1,1,1,50,14,35,32,96,10,10
16414081,Bedford-Stuyvesant,Private room,3,1,1,58,1,124,16,93,10,9
16378809,Astoria,Private room,1,1,1,100,4,118,2,,,
16361439,Bedford-Stuyvesant,Entire home/apt,2,1,0,75,2,206,60,96,10,9
10149393,Hell's Kitchen,Entire home/apt,3,1,1,115,3,0,1,100,10,10
10143705,East Village,Entire home/apt,3,1,0,60,5,0,2,100,9,10
