,id,neighbourhood_cleansed,room_type,accommodates,bathrooms,bedrooms,price,minimum_nights,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_value
24390,2074985,Crown Heights,Entire home/apt,2,1.0,1.0,50.0,3,0,9,95.0,9.0,10.0
24391,22214395,Rego Park,Entire home/apt,2,1.0,0.0,59.0,1,155,94,96.0,10.0,10.0
24392,27237583,Midtown,Entire home/apt,2,1.0,1.0,737.0,3,274,1,100.0,8.0,10.0
24393,347865,East Village,Entire home/apt,4,1.0,2.0,189.0,3,325,259,87.0,9.0,9.0
24394,28917505,Borough Park,Private room,2,1.0,1.0,50.0,1,361,1,80.0,6.0,8.0
24395,29652490,Bedford-Stuyvesant,Private room,2,1.0,1.0,45.0,15,0,0,,,
24396,12519645,East Harlem,Private room,1,1.0,1.0,45.0,1,0,3,100.0,9.0,9.0
24397,15187369,East Village,Entire home/apt,2,1.0,1.0,150.0,9,0,4,100.0,10.0,10.0
24398,33433237,Crown Heights,Private room,1,1.0,1.0,75.0,1,308,1,,,
24399,33659894,Long Island City,Entire home/apt,4,1.0,0.0,179.0,1,33,3,87.0,8.0,9.0
24400,26642831,Upper West Side,Entire home/apt,2,1.0,1.0,225.0,3,341,2,100.0,10.0,10.0
24401,26874727,Bushwick,Private room,2,1.0,1.0,40.0,4,0,5,92.0,9.0,10.0
24402,5432743,Bushwick,Private room,2,1.0,1.0,60.0,1,0,0,,,
24403,5500197,Williamsburg,Entire home/apt,2,1.0,1.0,145.0,3,0,8,98.0,10.0,10.0
24404,6571039,Williamsburg,Entire home/apt,5,1.0,2.0,90.0,2,7,78,95.0,10.0,9.0
24405,7535342,Hell's Kitchen,Entire home/apt,4,1.0,2.0,200.0,3,257,192,91.0,10.0,9.0
24406,7545060,Upper West Side,Entire home/apt,2,1.0,0.0,125.0,2,0,7,94.0,9.0,9.0
24407,7788565,Bushwick,Private room,2,1.0,1.0,47.0,30,204,0,,,
24408,15888227,Williamsburg,Private room,2,1.0,1.0,110.0,3,0,0,,,
24409,29531124,Bedford-Stuyvesant,Private room,4,2.0,1.0,65.0,2,323,5,92.0,10.0,9.0
24410,30193258,Midtown,Entire home/apt,3,1.0,1.0,714.0,28,316,1,100.0,10.0,10.0
24411,392948,Williamsburg,Private room,1,1.0,1.0,45.0,19,343,10,93.0,10.0,10.0
24412,12648471,Sunset Park,Entire home/apt,5,1.0,3.0,135.0,4,364,9,93.0,9.0,9.0
24413,13697001,Ozone Park,Shared room,1,1.0,1.0,25.0,1,0,0,,,
24414,13812808,Bedford-Stuyvesant,Private room,3,1.0,1.0,100.0,1,0,0,,,
24415,14109521,Bushwick,Private room,1,1.0,1.0,50.0,14,0,0,,,
24416,766542,Williamsburg,Entire home/apt,2,1.0,1.0,100.0,90,307,4,99.0,10.0,10.0
24417,2776119,Bedford-Stuyvesant,Entire home/apt,1,1.0,0.0,68.0,30,0,3,93.0,10.0,10.0
24418,8081193,Long Island City,Entire home/apt,6,1.0,2.0,195.0,3,77,112,98.0,10.0,10.0
24419,8101823,Park Slope,Entire home/apt,2,1.0,1.0,150.0,5,10,4,95.0,10.0,10.0
24420,8131995,Kips Bay,Entire home/apt,1,1.0,1.0,165.0,3,0,2,90.0,9.0,9.0
24421,9867316,Upper East Side,Entire home/apt,2,1.0,1.0,160.0,1,168,189,92.0,9.0,9.0
24422,11042240,South Slope,Entire home/apt,6,1.0,2.0,145.0,3,199,138,99.0,10.0,10.0
24423,11580884,Williamsburg,Private room,1,1.0,1.0,50.0,5,0,11,96.0,10.0,10.0
24424,12026418,Rego Park,Private room,1,1.0,1.0,70.0,2,83,28,99.0,10.0,10.0
24425,26877259,Theater District,Private room,2,1.0,1.0,100.0,1,3,112,98.0,10.0,10.0
24426,27255949,Financial District,Entire home/apt,5,2.0,2.0,725.0,1,365,0,,,
24427,27276932,Greenwich Village,Entire home/apt,12,2.5,5.0,576.0,2,138,33,90.0,9.0,9.0
24428,27366783,Williamsburg,Private room,2,1.0,1.0,90.0,1,6,14,94.0,10.0,9.0
24429,27480436,Hell's Kitchen,Entire home/apt,2,1.0,1.0,144.0,2,0,2,100.0,10.0,10.0
24430,27660427,Kingsbridge,Private room,6,1.0,1.0,80.0,3,47,13,94.0,10.0,9.0
24431,17599762,Cobble Hill,Entire home/apt,2,1.0,1.0,117.0,30,299,11,88.0,9.0,9.0
24432,17669867,Inwood,Private room,3,1.0,1.0,60.0,3,299,87,99.0,10.0,10.0
24433,18935359,Flushing,Entire home/apt,16,6.0,10.0,,3,265,0,,,
24434,19634230,Greenpoint,Private room,1,1.0,1.0,60.0,3,0,4,95.0,10.0,10.0
24435,19635738,Chelsea,Shared room,1,1.0,1.0,250.0,1,0,0,,,
24436,20282225,Bedford-Stuyvesant,Private room,1,1.0,1.0,55.0,3,0,8,90.0,10.0,10.0
24437,20356040,East Harlem,Private room,2,1.0,1.0,82.0,1,34,146,96.0,10.0,10.0
24438,31041659,Harlem,Private room,2,1.0,1.0,55.0,4,282,4,90.0,9.0,9.0
24439,31269703,Jamaica,Entire home/apt,3,1.0,1.0,80.0,2,51,10,96.0,10.0,10.0
24440,31894855,Upper West Side,Entire home/apt,4,1.0,2.0,142.0,28,179,2,90.0,10.0,10.0
24441,31984445,SoHo,Entire home/apt,3,1.0,1.0,200.0,2,62,12,97.0,10.0,10.0
24442,32992944,Bedford-Stuyvesant,Private room,2,1.0,1.0,73.0,1,137,1,,,
24443,22481840,Bushwick,Entire home/apt,1,1.0,1.0,28.0,2,0,13,97.0,10.0,10.0
24444,23312524,Bedford-Stuyvesant,Private room,2,1.0,1.0,45.0,1,0,2,80.0,7.0,6.0
24445,23336877,Shore Acres,Entire home/apt,8,1.5,3.0,165.0,4,32,44,96.0,10.0,10.0
24446,24388099,Murray Hill,Entire home/apt,2,1.0,2.0,120.0,30,124,1,100.0,10.0,8.0
24447,25813322,Prospect-Lefferts Gardens,Private room,2,1.0,1.0,70.0,1,340,74,97.0,10.0,10.0
24448,26036861,Williamsburg,Private room,1,1.0,1.0,60.0,1,12,28,96.0,10.0,10.0
24449,3602739,Chinatown,Private room,2,1.0,1.0,94.0,7,0,17,99.0,10.0,10.0
24450,3790048,Financial District,Private room,4,2.0,2.0,499.0,3,309,12,96.0,10.0,10.0
24451,4333204,Harlem,Entire home/apt,2,1.0,0.0,94.0,1,311,17,91.0,9.0,8.0
24452,4642913,Windsor Terrace,Entire home/apt,3,1.0,1.0,120.0,7,205,23,100.0,10.0,10.0
24453,4880985,Upper West Side,Entire home/apt,2,1.0,1.0,125.0,31,0,1,100.0,10.0,10.0
24454,5510725,Hell's Kitchen,Entire home/apt,2,1.0,1.0,160.0,2,12,50,98.0,10.0,10.0
24455,6093352,Williamsburg,Private room,3,1.0,1.0,58.0,1,70,250,92.0,10.0,9.0
24456,6356359,Park Slope,Entire home/apt,2,1.5,1.0,152.0,3,0,1,100.0,10.0,10.0
24457,28841259,Williamsburg,Private room,1,1.0,1.0,70.0,3,1,2,100.0,10.0,10.0
24458,29125444,Murray Hill,Entire home/apt,3,1.0,1.0,140.0,1,0,0,,,
24459,29522531,Cypress Hills,Private room,2,1.0,1.0,31.0,1,217,11,91.0,9.0,9.0
24460,29780690,East Flatbush,Private room,2,1.0,1.0,60.0,1,235,5,100.0,10.0,10.0
24461,29806992,Bushwick,Entire home/apt,4,2.0,2.0,135.0,3,1,3,100.0,10.0,9.0
24462,30193326,Midtown,Entire home/apt,3,1.0,1.0,714.0,28,310,0,,,
24463,30394392,Fort Greene,Entire home/apt,3,1.0,1.0,175.0,3,0,2,80.0,10.0,7.0
24464,30399969,Greenpoint,Entire home/apt,4,1.0,2.0,167.0,2,0,0,,,
24465,30443976,Theater District,Entire home/apt,6,1.0,3.0,,1,245,0,,,
24466,30914235,Sunset Park,Private room,2,1.0,1.0,45.0,2,13,3,100.0,10.0,9.0
24467,13184355,Bushwick,Private room,2,1.0,1.0,85.0,1,353,41,96.0,10.0,9.0
24468,13326584,Upper West Side,Private room,2,1.0,1.0,70.0,3,0,2,90.0,10.0,9.0
24469,13407328,Prospect Heights,Entire home/apt,2,1.0,1.0,75.0,1,0,5,92.0,10.0,10.0
24470,518566,Upper East Side,Private room,1,1.0,1.0,82.0,3,230,9,93.0,9.0,9.0
24471,531208,Williamsburg,Entire home/apt,3,1.0,1.0,450.0,2,0,11,98.0,10.0,9.0
24472,855549,Upper West Side,Private room,3,2.0,1.0,88.0,1,118,85,94.0,10.0,10.0
24473,1330775,Williamsburg,Entire home/apt,4,1.0,2.0,100.0,7,55,41,87.0,9.0,9.0
24474,2037951,West Village,Private room,2,1.0,1.0,500.0,365,0,0,,,
24475,2101710,Hell's Kitchen,Entire home/apt,4,1.0,0.0,175.0,1,0,0,,,
24476,3018285,West Village,Entire home/apt,2,1.0,1.0,190.0,1,0,11,98.0,10.0,10.0
24477,3334361,Prospect-Lefferts Gardens,Entire home/apt,4,2.0,2.0,92.0,5,303,184,94.0,10.0,9.0
24478,7511610,Fort Greene,Entire home/apt,2,1.0,0.0,140.0,2,1,17,100.0,10.0,10.0
24479,8553197,Prospect-Lefferts Gardens,Private room,2,1.0,1.0,90.0,1,0,0,,,
24480,9358066,Financial District,Entire home/apt,2,1.0,0.0,120.0,20,0,0,,,
24481,9396442,Upper West Side,Private room,2,1.0,1.0,108.0,1,0,11,98.0,10.0,10.0
24482,9804814,Midtown,Entire home/apt,4,1.0,2.0,230.0,1,0,0,,,
24483,9031216,Bellerose,Entire home/apt,4,1.0,2.0,42.0,3,0,0,,,
24484,8610093,Morningside Heights,Entire home/apt,2,1.0,1.0,80.0,14,0,3,100.0,10.0,10.0
24485,8662610,Bedford-Stuyvesant,Private room,1,2.0,1.0,25.0,2,0,1,100.0,10.0,10.0
24486,8654929,Bushwick,Private room,1,1.0,1.0,45.0,2,0,4,100.0,10.0,10.0
24487,9073600,Upper East Side,Entire home/apt,4,1.0,2.0,95.0,2,0,0,,,
24488,9093991,East Village,Entire home/apt,2,1.0,1.0,175.0,5,0,9,98.0,10.0,10.0
24489,8848243,Williamsburg,Private room,2,1.0,1.0,80.0,4,0,0,,,
24490,9412276,Upper West Side,Entire home/apt,2,1.0,1.0,110.0,1,0,0,,,
24491,8503064,Bushwick,Private room,2,1.0,1.0,90.0,1,0,1,100.0,10.0,10.0
24492,8498323,Upper East Side,Entire home/apt,4,2.0,2.0,650.0,2,0,0,,,
24493,9714880,Bushwick,Entire home/apt,2,1.0,1.0,60.0,14,0,0,,,
24494,9542827,Bedford-Stuyvesant,Private room,2,1.0,1.0,59.0,1,0,2,100.0,10.0,10.0
24495,8532876,Upper West Side,Private room,1,1.0,1.0,80.0,1,0,0,,,
24496,9422196,Gramercy,Private room,2,1.0,1.0,95.0,1,0,1,100.0,8.0,10.0
24497,9451334,Bushwick,Private room,2,1.0,1.0,45.0,1,0,2,100.0,10.0,10.0
24498,9444819,Upper East Side,Entire home/apt,4,2.0,2.0,450.0,1,0,0,,,
24499,9572448,Bedford-Stuyvesant,Private room,1,1.0,1.0,45.0,1,0,1,,,
24500,9610982,Morningside Heights,Private room,1,1.0,1.0,55.0,2,0,4,93.0,10.0,9.0
24501,9625266,Midtown,Entire home/apt,2,1.5,1.0,395.0,7,0,0,,,
24502,9765944,Clinton Hill,Private room,1,1.0,1.0,75.0,1,0,0,,,
24503,9685213,Morningside Heights,Private room,1,1.0,1.0,55.0,1,0,0,,,
24504,11415455,East Village,Entire home/apt,1,1.0,0.0,175.0,1,0,2,100.0,10.0,10.0
24505,10371643,Upper West Side,Private room,1,1.0,1.0,45.0,27,0,0,,,
24506,10386831,Gowanus,Private room,2,1.0,1.0,62.0,2,0,1,80.0,10.0,10.0
24507,10811681,Midtown,Entire home/apt,3,1.5,1.0,295.0,1,0,0,,,
24508,10099517,Roosevelt Island,Private room,2,1.0,1.0,80.0,1,0,1,100.0,10.0,10.0
24509,10163240,Morningside Heights,Private room,2,1.0,1.0,70.0,1,0,1,,,
24510,9466003,Maspeth,Private room,4,1.0,1.0,68.0,1,0,0,,,
24511,9757018,Marble Hill,Private room,2,1.0,1.0,50.0,1,0,2,100.0,10.0,10.0
24512,9882012,Williamsburg,Private room,2,1.0,1.0,59.0,3,0,0,,,
24513,9906178,Greenwich Village,Entire home/apt,4,1.0,1.0,200.0,2,0,2,90.0,9.0,9.0
24514,11407817,Astoria,Entire home/apt,2,1.0,1.0,112.0,1,0,2,90.0,9.0,10.0
24515,10116598,Williamsburg,Private room,2,1.0,1.0,50.0,1,0,0,,,
24516,10133350,Upper East Side,Entire home/apt,5,1.0,2.0,275.0,2,0,9,90.0,9.0,9.0
24517,9854420,SoHo,Entire home/apt,2,1.0,1.0,200.0,2,0,20,89.0,10.0,9.0
24518,9968402,Battery Park City,Entire home/apt,2,1.0,0.0,130.0,1,0,0,,,
24519,12189083,Flatlands,Entire home/apt,2,1.0,1.0,70.0,3,0,4,93.0,10.0,10.0
24520,12196647,Bedford-Stuyvesant,Private room,1,1.0,1.0,45.0,4,0,0,,,
24521,11192547,Crown Heights,Private room,1,1.0,1.0,85.0,1,0,1,100.0,10.0,10.0
24522,11670639,Ditmars Steinway,Private room,2,1.5,1.0,30.0,15,0,0,,,
24523,11721727,Washington Heights,Shared room,1,1.0,1.0,360.0,1,0,0,,,
24524,9864749,Midtown,Private room,2,1.0,1.0,150.0,4,0,0,,,
24525,12224443,Bedford-Stuyvesant,Entire home/apt,2,1.0,1.0,99.0,2,0,43,96.0,10.0,10.0
24526,10921091,Upper West Side,Entire home/apt,2,1.0,0.0,150.0,2,0,0,,,
24527,11564960,Upper East Side,Entire home/apt,1,1.0,1.0,75.0,1,0,0,,,
24528,10995738,Williamsburg,Private room,1,1.0,1.0,39.0,5,0,0,,,
24529,11062438,Upper East Side,Entire home/apt,2,1.0,0.0,90.0,4,1,9,98.0,10.0,10.0
24530,12780993,Washington Heights,Entire home/apt,2,1.0,0.0,75.0,5,0,0,,,
24531,12321626,East Village,Entire home/apt,3,1.0,2.0,194.0,4,0,5,95.0,10.0,10.0
24532,10656360,Upper East Side,Shared room,1,0.0,1.0,199.0,1,0,0,,,
24533,13490410,Upper West Side,Entire home/apt,3,1.0,1.0,139.0,4,0,8,94.0,9.0,9.0
24534,13494147,Harlem,Private room,2,1.0,1.0,80.0,2,0,0,,,
24535,10786240,Hell's Kitchen,Private room,1,1.0,1.0,75.0,2,0,0,,,
24536,12056517,Upper East Side,Entire home/apt,2,1.0,0.0,175.0,4,0,0,,,
24537,12626567,Bushwick,Private room,1,2.5,1.0,65.0,12,0,0,,,
24538,11909622,Bedford-Stuyvesant,Private room,1,1.0,1.0,62.0,1,0,0,,,
24539,13451720,Upper West Side,Private room,2,1.0,1.0,50.0,1,0,1,,,
24540,11929230,Williamsburg,Private room,1,1.0,1.0,60.0,7,0,0,,,
24541,12003146,Upper West Side,Entire home/apt,2,1.0,0.0,80.0,1,0,2,,,
24542,13607904,Williamsburg,Private room,2,1.0,1.0,49.0,5,0,0,,,
24543,12676400,Astoria,Entire home/apt,2,1.0,1.0,215.0,1,0,0,,,
24544,12675052,Kips Bay,Entire home/apt,2,1.0,1.0,150.0,4,0,2,100.0,10.0,10.0
24545,12735625,Inwood,Private room,1,1.0,1.0,85.0,1,0,0,,,
24546,12895146,Harlem,Private room,1,1.0,1.0,41.0,21,0,2,100.0,10.0,9.0
24547,12916138,East Harlem,Entire home/apt,6,1.0,2.0,179.0,1,0,1,100.0,10.0,10.0
24548,12869174,Flatbush,Private room,1,1.0,1.0,30.0,1,0,1,,,
24549,13668941,Harlem,Entire home/apt,6,1.0,3.0,125.0,1,0,7,88.0,9.0,9.0
24550,12987983,Ridgewood,Private room,2,1.0,1.0,50.0,3,0,4,100.0,10.0,10.0
24551,13619296,Williamsburg,Entire home/apt,4,1.0,2.0,150.0,2,0,0,,,
24552,13545656,Harlem,Entire home/apt,4,1.0,1.0,140.0,2,0,34,90.0,10.0,9.0
24553,13064336,Williamsburg,Private room,1,1.0,1.0,60.0,3,0,1,100.0,10.0,10.0
24554,13780778,Upper West Side,Private room,2,1.0,1.0,80.0,1,0,0,,,
24555,13372860,Bedford-Stuyvesant,Entire home/apt,2,1.0,0.0,69.0,4,0,5,95.0,10.0,10.0
24556,13953640,Ozone Park,Entire home/apt,4,1.0,2.0,125.0,1,0,11,95.0,10.0,10.0
24557,13730254,East Village,Entire home/apt,2,1.0,1.0,129.0,4,0,7,100.0,10.0,10.0
24558,13686978,East Village,Entire home/apt,2,1.0,2.0,118.0,10,0,1,80.0,10.0,8.0
24559,13955012,Bushwick,Private room,2,1.0,1.0,100.0,5,0,0,,,
24560,14899810,Upper East Side,Private room,2,1.0,1.0,80.0,100,0,0,,,
24561,15560258,Chinatown,Entire home/apt,2,1.0,1.0,100.0,6,0,1,,,
24562,16185437,Williamsburg,Private room,1,1.0,1.0,60.0,3,0,21,99.0,10.0,10.0
24563,16394700,Williamsburg,Private room,2,2.0,1.0,50.0,3,0,0,,,
24564,14744425,Morningside Heights,Entire home/apt,3,1.0,1.0,175.0,2,0,2,70.0,7.0,6.0
24565,13880972,Hell's Kitchen,Private room,1,1.0,1.0,65.0,1,0,43,97.0,10.0,10.0
24566,16455521,Roosevelt Island,Entire home/apt,4,1.0,1.0,96.0,4,0,0,,,
24567,16112503,Greenwich Village,Entire home/apt,6,3.0,3.0,300.0,5,0,0,,,
24568,16123657,Midtown,Entire home/apt,4,1.0,1.0,279.0,5,0,3,100.0,10.0,10.0
24569,16507990,Upper West Side,Private room,2,1.0,1.0,165.0,1,0,1,80.0,10.0,8.0
24570,16487967,Upper West Side,Private room,1,1.0,1.0,38.0,3,0,1,100.0,10.0,10.0
24571,16481602,Morningside Heights,Entire home/apt,3,1.0,1.0,110.0,10,0,0,,,
24572,16725879,SoHo,Entire home/apt,4,2.0,2.0,500.0,3,0,0,,,
24573,18348443,Bedford-Stuyvesant,Private room,2,1.0,1.0,60.0,1,0,3,73.0,8.0,7.0
24574,18516103,West Village,Private room,2,1.0,1.0,100.0,4,0,1,100.0,10.0,10.0
24575,17848298,Morningside Heights,Entire home/apt,3,1.0,0.0,140.0,2,0,2,100.0,10.0,10.0
24576,16568164,East Harlem,Private room,2,1.0,1.0,47.0,2,0,0,,,
24577,17952277,Bushwick,Private room,2,1.0,1.0,10.0,5,0,0,,,
24578,16575174,Brooklyn Heights,Entire home/apt,2,1.0,1.0,185.0,4,0,0,,,
24579,18680331,Morningside Heights,Entire home/apt,4,1.0,1.0,145.0,7,0,2,100.0,10.0,9.0
24580,16238620,Upper West Side,Entire home/apt,2,1.0,0.0,74.0,27,0,1,,,
24581,17316565,Carroll Gardens,Entire home/apt,3,2.0,2.0,250.0,4,0,0,,,
24582,16823923,Upper West Side,Entire home/apt,2,1.0,1.0,250.0,7,0,0,,,
24583,19720565,Murray Hill,Entire home/apt,3,1.0,2.0,80.0,10,0,0,,,
24584,18911633,Greenwich Village,Entire home/apt,2,1.0,1.0,175.0,3,0,3,100.0,10.0,10.0
24585,19073760,Kensington,Private room,1,1.0,1.0,31.0,25,0,3,100.0,10.0,10.0
24586,18561753,SoHo,Entire home/apt,2,1.0,1.0,295.0,2,0,4,100.0,10.0,9.0
24587,16288598,Ridgewood,Private room,2,1.0,1.0,60.0,3,0,5,100.0,10.0,10.0
24588,18519818,Flatbush,Private room,2,1.0,1.0,40.0,2,1,7,97.0,10.0,10.0
24589,19118803,Financial District,Entire home/apt,2,1.0,0.0,275.0,1,0,0,,,
24590,18857134,Hell's Kitchen,Private room,2,0.0,1.0,100.0,1,0,9,93.0,10.0,9.0
24591,19785676,Bushwick,Private room,2,1.5,1.0,70.0,4,0,0,,,
24592,20757599,Bedford-Stuyvesant,Private room,2,1.0,1.0,50.0,1,0,1,,,
24593,19780958,Cobble Hill,Entire home/apt,2,1.0,1.0,125.0,7,0,0,,,
24594,19840329,Harlem,Private room,1,2.0,1.0,50.0,4,0,3,100.0,10.0,10.0
24595,19272890,Upper West Side,Entire home/apt,4,1.0,1.0,230.0,5,0,0,,,
24596,19280513,Williamsburg,Private room,2,1.0,1.0,100.0,2,0,1,60.0,6.0,6.0
24597,19530652,Bushwick,Private room,1,1.0,1.0,65.0,1,0,0,,,
24598,20056579,East Village,Entire home/apt,1,1.0,1.0,230.0,5,0,1,80.0,10.0,8.0
24599,20390786,Lower East Side,Private room,1,1.0,1.0,80.0,1,0,1,,,
24600,19979771,Fort Greene,Entire home/apt,2,1.0,2.0,149.0,5,0,1,100.0,10.0,
24601,18443476,Sunset Park,Private room,3,3.0,1.0,59.0,1,32,84,92.0,9.0,9.0
24602,18564012,Williamsburg,Entire home/apt,16,4.0,7.0,595.0,2,247,41,87.0,9.0,9.0
24603,18635167,Sunnyside,Private room,2,1.0,1.0,49.0,10,90,10,92.0,9.0,9.0
24604,7727798,Bedford-Stuyvesant,Private room,2,1.0,1.0,86.0,5,16,85,96.0,10.0,10.0
24605,9233068,Greenpoint,Entire home/apt,3,1.0,1.0,125.0,2,0,0,,,
24606,9239252,Lower East Side,Private room,1,2.0,1.0,82.0,5,0,0,,,
24607,9804516,Hell's Kitchen,Entire home/apt,4,1.0,1.0,180.0,1,0,3,100.0,10.0,10.0
24608,9810235,Tribeca,Entire home/apt,3,2.0,2.0,500.0,4,0,0,,,
24609,10207451,Flatbush,Private room,2,1.0,1.0,150.0,2,178,5,88.0,10.0,9.0
24610,11591276,Upper East Side,Entire home/apt,3,1.0,1.0,450.0,1,0,0,,,
24611,11701404,Upper West Side,Entire home/apt,2,1.0,0.0,120.0,5,70,19,94.0,10.0,9.0
24612,11910742,Chelsea,Entire home/apt,2,1.0,1.0,135.0,30,83,1,,,
24613,23088947,Williamsburg,Private room,1,1.0,1.0,40.0,2,7,3,100.0,10.0,9.0
24614,13973268,Bedford-Stuyvesant,Entire home/apt,2,1.0,0.0,95.0,4,0,6,92.0,10.0,9.0
24615,13997539,Fort Greene,Entire home/apt,4,1.0,1.0,85.0,7,0,2,100.0,10.0,9.0
24616,14592009,East Village,Entire home/apt,3,1.0,1.0,122.0,5,0,13,98.0,10.0,10.0
24617,15321861,East Elmhurst,Private room,2,1.0,1.0,50.0,1,135,190,94.0,9.0,9.0
24618,17458415,West Village,Entire home/apt,2,1.0,1.0,249.0,3,0,2,100.0,10.0,10.0
24619,9042254,East Village,Private room,2,1.0,1.0,90.0,7,0,0,,,
24620,9045876,Harlem,Entire home/apt,2,1.0,1.0,175.0,7,232,39,98.0,10.0,10.0
24621,10666314,Williamsburg,Entire home/apt,4,1.0,2.0,117.0,10,0,2,100.0,10.0,10.0
24622,12001650,Williamsburg,Entire home/apt,2,1.0,0.0,170.0,5,34,19,99.0,10.0,10.0
24623,12592427,Flushing,Entire home/apt,2,1.0,1.0,99.0,1,29,205,98.0,10.0,10.0
24624,12989767,Chelsea,Entire home/apt,2,1.0,0.0,175.0,4,58,24,95.0,10.0,9.0
24625,16289973,West Brighton,Private room,2,1.0,1.0,55.0,2,169,60,94.0,10.0,10.0
24626,16893993,Bushwick,Private room,2,1.0,1.0,53.0,5,0,1,100.0,10.0,10.0
24627,17500539,Fort Hamilton,Entire home/apt,5,1.0,1.0,160.0,2,250,4,80.0,9.0,10.0
24628,17604613,Harlem,Shared room,3,1.0,1.0,25.0,1,0,9,98.0,10.0,10.0
24629,18404432,Astoria,Entire home/apt,5,1.0,2.0,99.0,4,0,1,80.0,10.0,10.0
24630,18565588,Prospect-Lefferts Gardens,Private room,2,1.0,1.0,60.0,1,55,3,100.0,10.0,9.0
24631,19094358,Inwood,Entire home/apt,6,1.0,1.0,175.0,2,0,7,97.0,9.0,9.0
24632,19122738,Chelsea,Entire home/apt,3,1.0,0.0,275.0,1,0,2,90.0,9.0,9.0
24633,20459741,East Flatbush,Private room,2,1.0,1.0,66.0,2,81,5,88.0,8.0,8.0
24634,28179447,Arverne,Private room,2,1.0,1.0,50.0,1,221,29,94.0,10.0,9.0
24635,28284205,East New York,Private room,3,1.0,1.0,40.0,2,357,15,99.0,10.0,10.0
24636,28324221,Midtown,Entire home/apt,2,1.0,1.0,175.0,30,292,4,95.0,10.0,10.0
24637,28637994,Harlem,Private room,1,1.5,1.0,55.0,28,0,3,93.0,9.0,9.0
24638,28845130,Sunnyside,Private room,2,1.0,1.0,119.0,1,69,18,99.0,10.0,10.0
24639,28916864,Borough Park,Private room,3,1.0,1.0,57.0,1,364,1,80.0,8.0,8.0
24640,29245492,Bedford-Stuyvesant,Private room,2,2.0,1.0,59.0,6,84,10,100.0,10.0,10.0
24641,29544456,Long Island City,Private room,2,1.0,1.0,159.0,1,0,0,,,
24642,29827403,Hell's Kitchen,Private room,2,1.0,1.0,135.0,1,279,35,87.0,9.0,9.0
24643,20995630,Crown Heights,Private room,2,1.0,1.0,32.0,2,123,1,,,
24644,21683178,Hell's Kitchen,Entire home/apt,5,1.0,1.0,225.0,5,0,7,100.0,10.0,10.0
24645,21801514,Nolita,Entire home/apt,5,1.0,2.0,270.0,7,0,0,,,
24646,21889698,Crown Heights,Private room,1,1.0,1.0,55.0,3,179,1,100.0,10.0,10.0
24647,23668736,Midtown,Entire home/apt,6,1.0,1.0,164.0,1,81,5,80.0,8.0,9.0
24648,23874196,Astoria,Private room,1,1.0,1.0,45.0,15,20,3,100.0,10.0,10.0
24649,24412681,Port Richmond,Private room,3,1.0,1.0,47.0,2,280,12,95.0,10.0,9.0
24650,24650569,Prospect-Lefferts Gardens,Private room,2,1.0,1.0,109.0,1,179,0,,,
24651,24945253,Arverne,Entire home/apt,6,2.0,3.0,350.0,2,332,18,99.0,10.0,9.0
24652,25167654,Bushwick,Private room,2,1.0,1.0,78.0,2,37,44,95.0,10.0,10.0
24653,25680422,Williamsburg,Entire home/apt,4,1.0,2.0,200.0,30,86,3,100.0,9.0,10.0
24654,26009952,Boerum Hill,Entire home/apt,2,1.0,1.0,103.0,2,5,5,100.0,10.0,10.0
24655,26779818,West Village,Entire home/apt,3,1.0,1.0,325.0,2,0,9,89.0,9.0,9.0
24656,27237586,Midtown,Entire home/apt,2,1.0,1.0,737.0,3,265,0,,,
24657,29904478,Bushwick,Private room,1,1.0,1.0,35.0,28,290,18,99.0,10.0,10.0
24658,1620248,East Village,Entire home/apt,3,1.0,2.0,10.0,30,155,0,,,
24659,1992751,Bushwick,Entire home/apt,4,1.0,2.0,90.0,3,0,0,,,
24660,2105163,Gramercy,Entire home/apt,2,1.0,0.0,195.0,3,0,3,93.0,9.0,9.0
24661,2601402,Boerum Hill,Entire home/apt,2,1.0,1.0,115.0,3,123,54,88.0,9.0,9.0
24662,3067062,Williamsburg,Private room,2,1.0,1.0,100.0,21,74,8,90.0,10.0,9.0
24663,3323189,Chinatown,Entire home/apt,6,2.0,3.0,785.0,2,328,76,96.0,10.0,10.0
24664,3339205,Chelsea,Entire home/apt,4,1.0,1.0,160.0,4,2,11,89.0,10.0,9.0
24665,30737643,Crown Heights,Entire home/apt,2,1.0,1.0,60.0,133,29,0,,,
24666,30933592,Bedford-Stuyvesant,Private room,2,1.5,1.0,55.0,3,152,0,,,
24667,31042971,Long Island City,Private room,1,1.5,1.0,56.0,10,0,1,,,
24668,32458305,Upper East Side,Private room,3,1.0,1.0,450.0,2,364,0,,,
24669,32544460,Ridgewood,Private room,1,2.0,1.0,47.0,30,224,0,,,
24670,32671553,Financial District,Entire home/apt,6,1.0,0.0,239.0,1,238,4,100.0,10.0,10.0
24671,32676175,Chelsea,Private room,4,1.0,1.0,100.0,1,334,0,,,
24672,33446054,Nolita,Entire home/apt,6,1.0,2.0,240.0,1,83,6,100.0,10.0,10.0
24673,33556100,Washington Heights,Private room,2,1.0,0.0,100.0,2,89,1,100.0,10.0,10.0
24674,33584724,Bath Beach,Private room,2,1.0,1.0,49.0,2,325,2,100.0,10.0,10.0
