"Date","RegionID","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2019-07-31,76626,"43318","OH","Bellefontaine","Logan County","De Graff",12692,105400,-0.00378071833648393,0.00190114068441065,0.076608784473953,0.0372160273643805,0.0184380331489886,"2004-05","2004-Q2",114100,-0.0762489044697634,"2003-11"
2019-07-31,84579,"60551","IL","Ottawa-Peru","La Salle County","Sheridan",12693,184900,0.00108283703302653,0.00762942779291553,0.0306577480490524,0.0421681945032564,0.00477416508246353,"2006-03","2006-Q1",188800,-0.0206567796610169,"2005-09"
2019-07-31,79885,"49715","MI","Sault Ste. Marie","Chippewa County","Brimley",12694,118000,0.0154905335628227,0.0535714285714286,0.119544592030361,0.0716157953219396,0.0308284239438819,"2019-07","2019-Q3",118000,0,"2019-07"
2019-07-31,66546,"20676","MD","Washington-Arlington-Alexandria","Calvert County","Port Republic",12695,346100,0.00115707260630605,0.00815613166326828,0.0131733021077283,0.0177845922696838,0.00655812507678721,"2006-11","2006-Q4",421100,-0.178104963191641,"2005-02"
2019-07-31,81951,"54874","WI","Duluth","Douglas County","Poplar",12696,146900,0.00341530054644809,0.0131034482758621,0.0598845598845599,0.0351437517278574,0.0258596624432352,"2019-07","2019-Q3",146900,0,"2019-07"
2019-07-31,69054,"26541","WV","Morgantown","Monongalia County","Maidsville",12697,139200,0.00505415162454874,0.0235294117647059,0.0403587443946188,0.0201258154703972,0.0373162758832266,"2019-07","2019-Q3",139200,0,"2019-07"
2019-07-31,83489,"58047","ND","Fargo","Cass County","Horace",12698,310100,-0.0111607142857143,0.0114155251141552,-0.056299452221546,0.0736146902214572,0.0496556309021874,"2017-04","2017-Q2",340200,-0.088477366255144,"2016-11"
2019-07-31,63294,"13787","NY","Binghamton","Broome County","Colesville",12699,101700,-0.0116618075801749,-0.085431654676259,-0.189641434262948,0.00785120554112018,0.00412345912287782,"2018-08","2018-Q3",125700,-0.190930787589499,"2017-07"
2019-07-31,82872,"56461","MN",,"Hubbard County","Laporte",12700,201000,0.0244648318042813,0.0463300364393545,0.124790151091214,0.0759365396141236,0.0435016332247786,"2019-07","2019-Q3",201000,0,"2019-07"
2019-07-31,93457,"80535","CO","Fort Collins","Larimer County","Laporte",12701,364700,0.0016478989288657,-0.0024617067833698,0.0334372343440068,0.10457407102856,0.0643908203338106,"2019-03","2019-Q1",366100,-0.00382409177820268,"2019-03"
2019-07-31,59512,"04461","ME","Bangor","Penobscot County","Milford",12702,131000,0.0108024691358025,0.00846805234795997,0.0676446617766911,0.0723087871771488,0.0426199963832512,"2018-11","2018-Q4",133200,-0.0165165165165165,"2018-10"
2019-07-31,62641,"12529","NY","Hudson","Columbia County","Hillsdale",12703,307500,-0.00485436893203883,-0.00453221107154419,0.0477001703577513,0.0409428744555838,0.0135039176789076,"2019-03","2019-Q1",309400,-0.00614091790562379,"2019-02"
2019-07-31,90018,"73438","OK","Ardmore","Carter County","Healdton",12704,36700,-0.00271739130434783,-0.058974358974359,-0.104878048780488,0.041139591892146,0.0134821479451293,"2018-11","2018-Q4",42500,-0.136470588235294,"2018-01"
2019-07-31,67197,"22213","VA","Washington-Arlington-Alexandria","Arlington County","Arlington",12705,799700,-0.00707722870623293,-0.0232075241236106,-0.012106238418777,0.0316588573998871,0.0295772049633611,"2019-04","2019-Q2",818700,-0.0232075241236106,"2018-03"
2019-07-31,94535,"84318","UT","Logan","Cache County","Hyde Park",12706,326500,-0.0109057861254165,-0.0100060642813827,0.101551956815115,0.0683438039005264,0.0346260229038142,"2019-05","2019-Q2",332100,-0.0168623908461307,"2019-03"
2019-07-31,73581,"35741","AL","Huntsville","Madison County","Huntsville",12707,256700,-0.00503875968992248,-0.019105846388995,0.00904088050314465,0.0309624692775923,,"2018-11","2018-Q4",262500,-0.0220952380952381,"2018-08"
2019-07-31,76688,"43447","OH","Toledo","Wood County","Millbury",12708,135300,-0.00514705882352941,-0.0167151162790698,0.0455950540958269,0.026524727897947,0.0206391624429718,"2019-04","2019-Q2",137600,-0.0167151162790698,"2019-02"
2019-07-31,97170,"93235","CA","Visalia-Porterville","Tulare County","Ivanhoe",12709,152700,0,0.00592885375494071,0.0977713874910137,0.107856700174615,0.0514042554107066,"2006-11","2006-Q4",174300,-0.123924268502582,"2005-12"
2019-07-31,58303,"01235","MA","Pittsfield","Berkshire County","Hinsdale",12710,203200,0.0134663341645885,0.00843672456575682,-0.0126336248785228,0.0243155916503206,0.00975561927115254,"2019-02","2019-Q1",207100,-0.0188314823756639,"2018-05"
