Date,Technology
10/6/2011,0.99
10/7/2011,0.99
10/10/2011,0.99
10/11/2011,0.99
10/12/2011,0.99
10/13/2011,0.99
10/14/2011,0.99
10/17/2011,0.99
10/18/2011,0.98
10/19/2011,0.99
10/20/2011,0.98
10/21/2011,0.98
10/24/2011,0.98
10/25/2011,0.98
10/26/2011,0.98
10/27/2011,0.98
10/28/2011,0.98
10/31/2011,0.98
11/1/2011,0.98
11/2/2011,0.98
11/3/2011,0.98
11/4/2011,0.98
11/7/2011,0.98
11/8/2011,0.98
11/9/2011,0.98
11/10/2011,0.98
11/11/2011,0.98
11/14/2011,0.98
11/15/2011,0.98
11/16/2011,0.98
11/17/2011,0.98
11/18/2011,0.98
11/21/2011,0.98
11/22/2011,0.98
11/23/2011,0.98
11/25/2011,0.98
11/28/2011,0.98
11/29/2011,0.98
11/30/2011,0.98
12/1/2011,0.98
12/2/2011,0.98
12/5/2011,0.98
12/6/2011,0.98
12/7/2011,0.98
12/8/2011,0.98
12/9/2011,0.98
12/12/2011,0.98
12/13/2011,0.98
12/14/2011,0.98
12/15/2011,0.98
12/16/2011,0.98
12/19/2011,0.98
12/20/2011,0.98
12/21/2011,0.98
12/22/2011,0.98
12/23/2011,0.98
12/27/2011,0.98
12/28/2011,0.98
12/29/2011,0.98
12/30/2011,0.98
1/3/2012,0.98
1/4/2012,0.98
1/5/2012,0.98
1/6/2012,0.98
1/9/2012,0.98
1/10/2012,0.98
1/11/2012,0.98
1/12/2012,0.98
1/13/2012,0.98
1/17/2012,0.98
1/18/2012,0.98
1/19/2012,0.98
1/20/2012,0.98
1/23/2012,0.98
1/24/2012,0.98
1/25/2012,0.98
1/26/2012,0.98
1/27/2012,0.98
1/30/2012,0.98
1/31/2012,0.98
2/1/2012,0.98
2/2/2012,0.98
2/3/2012,0.98
2/6/2012,0.98
2/7/2012,0.98
2/8/2012,0.98
2/9/2012,0.98
2/10/2012,0.98
2/13/2012,0.98
2/14/2012,0.98
2/15/2012,0.98
2/16/2012,0.98
2/17/2012,0.98
2/21/2012,0.98
2/22/2012,0.98
2/23/2012,0.98
2/24/2012,0.98
2/27/2012,0.98
2/28/2012,0.98
2/29/2012,0.98
3/1/2012,0.98
3/2/2012,0.98
3/5/2012,0.98
3/6/2012,0.97
3/7/2012,0.97
3/8/2012,0.97
3/9/2012,0.97
3/12/2012,0.97
3/13/2012,0.98
3/14/2012,0.97
3/15/2012,0.97
3/16/2012,0.97
3/19/2012,0.97
3/20/2012,0.97
3/21/2012,0.97
3/22/2012,0.97
3/23/2012,0.97
3/26/2012,0.97
3/27/2012,0.97
3/28/2012,0.97
3/29/2012,0.97
3/30/2012,0.97
4/2/2012,0.97
4/3/2012,0.97
4/4/2012,0.97
4/5/2012,0.97
4/9/2012,0.97
4/10/2012,0.97
4/11/2012,0.97
4/12/2012,0.97
4/13/2012,0.97
4/16/2012,0.97
4/17/2012,0.97
4/18/2012,0.97
4/19/2012,0.97
4/20/2012,0.97
4/23/2012,0.97
4/24/2012,0.97
4/25/2012,0.98
4/26/2012,0.98
4/27/2012,0.98
4/30/2012,0.98
5/1/2012,0.98
5/2/2012,0.98
5/3/2012,0.98
5/4/2012,0.98
5/7/2012,0.98
5/8/2012,0.98
5/9/2012,0.98
5/10/2012,0.98
5/11/2012,0.98
5/14/2012,0.98
5/15/2012,0.98
5/16/2012,0.98
5/17/2012,0.98
5/18/2012,0.98
5/21/2012,0.98
5/22/2012,0.98
5/23/2012,0.98
5/24/2012,0.98
5/25/2012,0.98
5/29/2012,0.98
5/30/2012,0.98
5/31/2012,0.98
6/1/2012,0.98
6/4/2012,0.98
6/5/2012,0.98
6/6/2012,0.98
6/7/2012,0.98
6/8/2012,0.98
6/11/2012,0.98
6/12/2012,0.98
6/13/2012,0.98
6/14/2012,0.98
6/15/2012,0.98
6/18/2012,0.98
6/19/2012,0.98
6/20/2012,0.98
6/21/2012,0.98
6/22/2012,0.98
6/25/2012,0.98
6/26/2012,0.98
6/27/2012,0.98
6/28/2012,0.98
6/29/2012,0.99
7/2/2012,0.99
7/3/2012,0.99
7/5/2012,0.99
7/6/2012,0.99
7/9/2012,0.99
7/10/2012,0.99
7/11/2012,0.99
7/12/2012,0.99
7/13/2012,0.99
7/16/2012,0.99
7/17/2012,0.99
7/18/2012,0.98
7/19/2012,0.98
7/20/2012,0.99
7/23/2012,0.99
7/24/2012,0.99
7/25/2012,0.99
7/26/2012,0.98
7/27/2012,0.99
7/30/2012,0.98
7/31/2012,0.98
8/1/2012,0.99
8/2/2012,0.98
8/3/2012,0.99
8/6/2012,0.99
8/7/2012,1
8/8/2012,1
8/9/2012,1
8/10/2012,1.01
8/13/2012,1.01
8/14/2012,1.01
8/15/2012,1.01
8/16/2012,1.01
8/17/2012,1
8/20/2012,1
8/21/2012,1
8/22/2012,0.99
8/23/2012,0.99
8/24/2012,0.99
8/27/2012,0.99
8/28/2012,0.99
8/29/2012,0.99
8/30/2012,0.99
8/31/2012,0.99
9/4/2012,0.99
9/5/2012,0.99
9/6/2012,1
9/7/2012,1
9/10/2012,1
9/11/2012,1
9/12/2012,1
9/13/2012,1
9/14/2012,1
9/17/2012,1
9/18/2012,1
9/19/2012,1
9/20/2012,1.02
9/21/2012,1.02
9/24/2012,1.02
9/25/2012,1.03
9/26/2012,1.03
9/27/2012,1.03
9/28/2012,1.04
10/1/2012,1.03
10/2/2012,1.04
10/3/2012,1.04
10/4/2012,1.04
10/5/2012,1.04
10/8/2012,1.04
10/9/2012,1.04
10/10/2012,1.04
10/11/2012,1.05
10/12/2012,1.05
10/15/2012,1.04
10/16/2012,1.05
10/17/2012,1.05
10/18/2012,1.05
10/19/2012,1.06
10/22/2012,1.06
10/23/2012,1.06
10/24/2012,1.06
10/25/2012,1.06
10/26/2012,1.07
10/31/2012,1.07
11/1/2012,1.08
11/2/2012,1.09
11/5/2012,1.09
11/6/2012,1.09
11/7/2012,1.09
11/8/2012,1.09
11/9/2012,1.09
11/12/2012,1.1
11/13/2012,1.1
11/14/2012,1.1
11/15/2012,1.1
11/16/2012,1.1
11/19/2012,1.11
11/20/2012,1.1
11/21/2012,1.1
11/23/2012,1.11
11/26/2012,1.11
11/27/2012,1.11
11/28/2012,1.11
11/29/2012,1.1
11/30/2012,1.1
12/3/2012,1.12
12/4/2012,1.12
12/5/2012,1.12
12/6/2012,1.12
12/7/2012,1.12
12/10/2012,1.12
12/11/2012,1.13
12/12/2012,1.13
12/13/2012,1.14
12/14/2012,1.14
12/17/2012,1.14
12/18/2012,1.14
12/19/2012,1.14
12/20/2012,1.14
12/21/2012,1.14
12/24/2012,1.14
12/26/2012,1.14
12/27/2012,1.14
12/28/2012,1.14
12/31/2012,1.15
1/2/2013,1.15
1/3/2013,1.15
1/4/2013,1.15
1/7/2013,1.15
1/8/2013,1.15
1/9/2013,1.15
1/10/2013,1.15
1/11/2013,1.15
1/14/2013,1.15
1/15/2013,1.15
1/16/2013,1.15
1/17/2013,1.15
1/18/2013,1.15
1/22/2013,1.15
1/23/2013,1.15
1/24/2013,1.15
1/25/2013,1.15
1/28/2013,1.15
1/29/2013,1.15
1/30/2013,1.15
1/31/2013,1.15
2/1/2013,1.15
2/4/2013,1.15
2/5/2013,1.15
2/6/2013,1.15
2/7/2013,1.15
2/8/2013,1.15
2/11/2013,1.15
2/12/2013,1.15
2/13/2013,1.15
2/14/2013,1.15
2/15/2013,1.15
2/19/2013,1.15
2/20/2013,1.15
2/21/2013,1.15
2/22/2013,1.15
2/25/2013,1.15
2/26/2013,1.15
2/27/2013,1.14
2/28/2013,1.14
3/1/2013,1.14
3/4/2013,1.14
3/5/2013,1.14
3/6/2013,1.14
3/7/2013,1.14
3/8/2013,1.15
3/11/2013,1.15
3/12/2013,1.15
3/13/2013,1.15
3/14/2013,1.15
3/15/2013,1.15
3/18/2013,1.15
3/19/2013,1.15
3/20/2013,1.15
3/21/2013,1.15
3/22/2013,1.15
3/25/2013,1.15
3/26/2013,1.15
3/27/2013,1.15
3/28/2013,1.15
4/1/2013,1.15
4/2/2013,1.15
4/3/2013,1.15
4/4/2013,1.15
4/5/2013,1.15
4/8/2013,1.15
4/9/2013,1.15
4/10/2013,1.15
4/11/2013,1.16
4/12/2013,1.16
4/15/2013,1.15
4/16/2013,1.15
4/17/2013,1.16
4/18/2013,1.16
4/19/2013,1.15
4/22/2013,1.15
4/23/2013,1.15
4/24/2013,1.15
4/25/2013,1.15
4/26/2013,1.15
4/29/2013,1.14
4/30/2013,1.14
5/1/2013,1.14
5/2/2013,1.14
5/3/2013,1.14
5/6/2013,1.14
5/7/2013,1.14
5/8/2013,1.14
5/9/2013,1.14
5/10/2013,1.14
5/13/2013,1.14
5/14/2013,1.14
5/15/2013,1.14
5/16/2013,1.13
5/17/2013,1.14
5/20/2013,1.14
5/21/2013,1.14
5/22/2013,1.13
5/23/2013,1.12
5/24/2013,1.12
5/28/2013,1.12
5/29/2013,1.12
5/30/2013,1.12
5/31/2013,1.11
6/3/2013,1.12
6/4/2013,1.12
6/5/2013,1.12
6/6/2013,1.11
6/7/2013,1.11
6/10/2013,1.11
6/11/2013,1.11
6/12/2013,1.11
6/13/2013,1.1
6/14/2013,1.1
6/17/2013,1.1
6/18/2013,1.11
6/19/2013,1.1
6/20/2013,1.09
6/21/2013,1.09
6/24/2013,1.09
6/25/2013,1.09
6/26/2013,1.08
6/27/2013,1.08
6/28/2013,1.08
7/1/2013,1.08
7/2/2013,1.08
7/3/2013,1.07
7/5/2013,1.06
7/8/2013,1.06
7/9/2013,1.06
7/10/2013,1.06
7/11/2013,1.06
7/12/2013,1.06
7/15/2013,1.06
7/16/2013,1.05
7/17/2013,1.06
7/18/2013,1.05
7/19/2013,1.06
7/22/2013,1.05
7/23/2013,1.05
7/24/2013,1.04
7/25/2013,1.04
7/26/2013,1.04
7/29/2013,1.04
7/30/2013,1.05
7/31/2013,1.04
8/1/2013,1.04
8/2/2013,1.04
8/5/2013,1.04
8/6/2013,1.05
8/7/2013,1.04
8/8/2013,1.04
8/9/2013,1.04
8/12/2013,1.04
8/13/2013,1.04
8/14/2013,1.04
8/15/2013,1.04
8/16/2013,1.04
8/19/2013,1.04
8/20/2013,1.03
8/21/2013,1.03
8/22/2013,1.03
8/23/2013,1.03
8/26/2013,1.03
8/27/2013,1.03
8/28/2013,1.03
8/29/2013,1.03
8/30/2013,1.03
9/3/2013,1.03
9/4/2013,1.03
9/5/2013,1.03
9/6/2013,1.03
9/9/2013,1.03
9/10/2013,1.03
9/11/2013,1.03
9/12/2013,1.02
9/13/2013,1.02
9/16/2013,1.02
9/17/2013,1.02
9/18/2013,1.02
9/19/2013,1.02
9/20/2013,1.02
9/23/2013,1.02
9/24/2013,1.02
9/25/2013,1.02
9/26/2013,1.02
9/27/2013,1.01
9/30/2013,1.01
10/1/2013,1.01
10/2/2013,1.01
10/3/2013,1.01
10/4/2013,1.01
10/7/2013,1.01
10/8/2013,1.01
10/9/2013,1.01
10/10/2013,1
10/11/2013,1
10/14/2013,1
10/15/2013,1
10/16/2013,1
10/17/2013,1
10/18/2013,1
10/21/2013,1
10/22/2013,1
10/23/2013,0.99
10/24/2013,0.99
10/25/2013,0.99
10/28/2013,0.99
10/29/2013,0.99
10/30/2013,0.99
10/31/2013,0.99
11/1/2013,0.98
11/4/2013,0.98
11/5/2013,0.98
11/6/2013,0.98
11/7/2013,0.97
11/8/2013,0.96
11/11/2013,0.96
11/12/2013,0.96
11/13/2013,0.96
11/14/2013,0.96
11/15/2013,0.96
11/18/2013,0.96
11/19/2013,0.95
11/20/2013,0.95
11/21/2013,0.95
11/22/2013,0.95
11/25/2013,0.95
11/26/2013,0.95
11/27/2013,0.95
11/29/2013,0.95
12/2/2013,0.95
12/3/2013,0.95
12/4/2013,0.95
12/5/2013,0.95
12/6/2013,0.94
12/9/2013,0.95
12/10/2013,0.95
12/11/2013,0.94
12/12/2013,0.94
12/13/2013,0.94
12/16/2013,0.94
12/17/2013,0.94
12/18/2013,0.92
12/19/2013,0.92
12/20/2013,0.93
12/23/2013,0.93
12/24/2013,0.93
12/26/2013,0.93
12/27/2013,0.93
12/30/2013,0.93
12/31/2013,0.92
1/2/2014,0.9
1/3/2014,0.9
1/6/2014,0.91
1/7/2014,0.91
1/8/2014,0.91
1/9/2014,0.91
1/10/2014,0.91
1/13/2014,0.91
1/14/2014,0.92
1/15/2014,0.92
1/16/2014,0.92
1/17/2014,0.92
1/21/2014,0.92
1/22/2014,0.92
1/23/2014,0.92
1/24/2014,0.92
1/27/2014,0.92
1/28/2014,0.92
1/29/2014,0.92
1/30/2014,0.93
1/31/2014,0.92
2/3/2014,0.92
2/4/2014,0.92
2/5/2014,0.91
2/6/2014,0.91
2/7/2014,0.91
2/10/2014,0.91
2/11/2014,0.91
2/12/2014,0.91
2/13/2014,0.92
2/14/2014,0.91
2/18/2014,0.91
2/19/2014,0.92
2/20/2014,0.91
2/21/2014,0.91
2/24/2014,0.9
2/25/2014,0.91
2/26/2014,0.91
2/27/2014,0.91
2/28/2014,0.91
3/3/2014,0.91
3/4/2014,0.91
3/5/2014,0.91
3/6/2014,0.91
3/7/2014,0.91
3/10/2014,0.91
3/11/2014,0.91
3/12/2014,0.91
3/13/2014,0.91
3/14/2014,0.91
3/17/2014,0.92
3/18/2014,0.92
3/19/2014,0.92
3/20/2014,0.92
3/21/2014,0.92
3/24/2014,0.92
3/25/2014,0.92
3/26/2014,0.92
3/27/2014,0.92
3/28/2014,0.92
3/31/2014,0.92
4/1/2014,0.93
4/2/2014,0.93
4/3/2014,0.93
4/4/2014,0.94
4/7/2014,0.94
4/8/2014,0.94
4/9/2014,0.93
4/10/2014,0.94
4/11/2014,0.95
4/14/2014,0.95
4/15/2014,0.95
4/16/2014,0.94
4/17/2014,0.94
4/21/2014,0.94
4/22/2014,0.94
4/23/2014,0.94
4/24/2014,0.94
4/25/2014,0.95
4/28/2014,0.95
4/29/2014,0.94
4/30/2014,0.94
5/1/2014,0.94
5/2/2014,0.94
5/5/2014,0.94
5/6/2014,0.94
5/7/2014,0.94
5/8/2014,0.94
5/9/2014,0.94
5/12/2014,0.94
5/13/2014,0.94
5/14/2014,0.95
5/15/2014,0.95
5/16/2014,0.96
5/19/2014,0.96
5/20/2014,0.96
5/21/2014,0.96
5/22/2014,0.95
5/23/2014,0.96
5/27/2014,0.96
5/28/2014,0.96
5/29/2014,0.96
5/30/2014,0.96
6/2/2014,0.97
6/3/2014,0.97
6/4/2014,0.97
6/5/2014,0.97
6/6/2014,0.98
6/9/2014,0.98
6/10/2014,0.98
6/11/2014,0.98
6/12/2014,0.98
6/13/2014,0.98
6/16/2014,0.98
6/17/2014,0.98
6/18/2014,0.98
6/19/2014,0.98
6/20/2014,0.99
6/23/2014,0.99
6/24/2014,0.99
6/25/2014,0.99
6/26/2014,0.99
6/27/2014,0.99
6/30/2014,0.99
7/1/2014,1
7/2/2014,1
7/3/2014,1
7/7/2014,1
7/8/2014,1
7/9/2014,1
7/10/2014,1
7/11/2014,1
7/14/2014,1
7/15/2014,1
7/16/2014,1
7/17/2014,1.01
7/18/2014,1.01
7/21/2014,1.01
7/22/2014,1.02
7/23/2014,1.01
7/24/2014,1.02
7/25/2014,1.02
7/28/2014,1.02
7/29/2014,1.02
7/30/2014,1.02
7/31/2014,1.02
8/1/2014,1.02
8/4/2014,1.02
8/5/2014,1.02
8/6/2014,1.02
8/7/2014,1.02
8/8/2014,1.02
8/11/2014,1.02
8/12/2014,1.02
8/13/2014,1.02
8/14/2014,1.02
8/15/2014,1.01
8/18/2014,1.02
8/19/2014,1.02
8/20/2014,1.02
8/21/2014,1.02
8/22/2014,1.03
8/25/2014,1.02
8/26/2014,1.02
8/27/2014,1.02
8/28/2014,1.02
8/29/2014,1.02
9/2/2014,1.02
9/3/2014,1.02
9/4/2014,1.02
9/5/2014,1.02
9/8/2014,1.02
9/9/2014,1.01
9/10/2014,1.02
9/11/2014,1.02
9/12/2014,1.02
9/15/2014,1.02
9/16/2014,1.02
9/17/2014,1.02
9/18/2014,1.02
9/19/2014,1.02
9/22/2014,1.02
9/23/2014,1.03
9/24/2014,1.03
9/25/2014,1.04
9/26/2014,1.04
9/29/2014,1.04
9/30/2014,1.04
10/1/2014,1.04
10/2/2014,1.04
10/3/2014,1.03
10/6/2014,1.03
10/7/2014,1.04
10/8/2014,1.04
10/9/2014,1.03
10/10/2014,1.06
10/13/2014,1.05
10/14/2014,1.05
10/15/2014,1.05
10/16/2014,1.06
10/17/2014,1.06
10/20/2014,1.05
10/21/2014,1.05
10/22/2014,1.05
10/23/2014,1.06
10/24/2014,1.06
10/27/2014,1.06
10/28/2014,1.06
10/29/2014,1.06
10/30/2014,1.06
10/31/2014,1.06
11/3/2014,1.06
11/4/2014,1.06
11/5/2014,1.06
11/6/2014,1.06
11/7/2014,1.06
11/10/2014,1.06
11/11/2014,1.06
11/12/2014,1.07
11/13/2014,1.06
11/14/2014,1.07
11/17/2014,1.07
11/18/2014,1.07
11/19/2014,1.07
11/20/2014,1.07
11/21/2014,1.06
11/24/2014,1.07
11/25/2014,1.07
11/26/2014,1.07
11/28/2014,1.07
12/1/2014,1.07
12/2/2014,1.07
12/3/2014,1.07
12/4/2014,1.07
12/5/2014,1.07
12/8/2014,1.08
12/9/2014,1.08
12/10/2014,1.08
12/11/2014,1.08
12/12/2014,1.08
12/15/2014,1.08
12/16/2014,1.08
12/17/2014,1.08
12/18/2014,1.1
12/19/2014,1.1
12/22/2014,1.1
12/23/2014,1.09
12/24/2014,1.09
12/26/2014,1.09
12/29/2014,1.09
12/30/2014,1.09
12/31/2014,1.09
1/2/2015,1.09
1/5/2015,1.09
1/6/2015,1.09
1/7/2015,1.09
1/8/2015,1.09
1/9/2015,1.09
1/12/2015,1.09
1/13/2015,1.09
1/14/2015,1.09
1/15/2015,1.09
1/16/2015,1.08
1/20/2015,1.08
1/21/2015,1.08
1/22/2015,1.09
1/23/2015,1.09
1/26/2015,1.09
1/27/2015,1.11
1/28/2015,1.1
1/29/2015,1.1
1/30/2015,1.1
2/2/2015,1.1
2/3/2015,1.1
2/4/2015,1.1
2/5/2015,1.1
2/6/2015,1.1
2/9/2015,1.1
2/10/2015,1.1
2/11/2015,1.1
2/12/2015,1.1
2/13/2015,1.1
2/17/2015,1.1
2/18/2015,1.1
2/19/2015,1.11
2/20/2015,1.11
2/23/2015,1.11
2/24/2015,1.11
2/25/2015,1.11
2/26/2015,1.11
2/27/2015,1.11
3/2/2015,1.11
3/3/2015,1.11
3/4/2015,1.11
3/5/2015,1.11
3/6/2015,1.11
3/9/2015,1.11
3/10/2015,1.11
3/11/2015,1.11
3/12/2015,1.1
3/13/2015,1.1
3/16/2015,1.1
3/17/2015,1.09
3/18/2015,1.09
3/19/2015,1.09
3/20/2015,1.09
3/23/2015,1.09
3/24/2015,1.09
3/25/2015,1.1
3/26/2015,1.09
3/27/2015,1.09
3/30/2015,1.09
3/31/2015,1.09
4/1/2015,1.09
4/2/2015,1.09
4/6/2015,1.09
4/7/2015,1.08
4/8/2015,1.08
4/9/2015,1.08
4/10/2015,1.08
4/13/2015,1.07
4/14/2015,1.07
4/15/2015,1.07
4/16/2015,1.07
4/17/2015,1.08
4/20/2015,1.08
4/21/2015,1.08
4/22/2015,1.08
4/23/2015,1.08
4/24/2015,1.08
4/27/2015,1.08
4/28/2015,1.08
4/29/2015,1.08
4/30/2015,1.08
5/1/2015,1.08
5/4/2015,1.08
5/5/2015,1.08
5/6/2015,1.08
5/7/2015,1.09
5/8/2015,1.09
5/11/2015,1.09
5/12/2015,1.09
5/13/2015,1.09
5/14/2015,1.09
5/15/2015,1.09
5/18/2015,1.09
5/19/2015,1.09
5/20/2015,1.09
5/21/2015,1.09
5/22/2015,1.09
5/26/2015,1.09
5/27/2015,1.1
5/28/2015,1.1
5/29/2015,1.1
6/1/2015,1.1
6/2/2015,1.1
6/3/2015,1.1
6/4/2015,1.1
6/5/2015,1.1
6/8/2015,1.1
6/9/2015,1.1
6/10/2015,1.1
6/11/2015,1.1
6/12/2015,1.1
6/15/2015,1.1
6/16/2015,1.1
6/17/2015,1.1
6/18/2015,1.1
6/19/2015,1.1
6/22/2015,1.1
6/23/2015,1.1
6/24/2015,1.1
6/25/2015,1.1
6/26/2015,1.1
6/29/2015,1.1
6/30/2015,1.1
7/1/2015,1.1
7/2/2015,1.1
7/6/2015,1.1
7/7/2015,1.1
7/8/2015,1.09
7/9/2015,1.09
7/10/2015,1.09
7/13/2015,1.1
7/14/2015,1.1
7/15/2015,1.1
7/16/2015,1.1
7/17/2015,1.1
7/20/2015,1.1
7/21/2015,1.1
7/22/2015,1.1
7/23/2015,1.1
7/24/2015,1.09
7/27/2015,1.09
7/28/2015,1.09
7/29/2015,1.09
7/30/2015,1.09
7/31/2015,1.09
8/3/2015,1.09
8/4/2015,1.1
8/5/2015,1.1
8/6/2015,1.1
8/7/2015,1.1
8/10/2015,1.1
8/11/2015,1.11
8/12/2015,1.11
8/13/2015,1.11
8/14/2015,1.11
8/17/2015,1.11
8/18/2015,1.11
8/19/2015,1.11
8/20/2015,1.11
8/21/2015,1.12
8/24/2015,1.1
8/25/2015,1.1
8/26/2015,1.12
8/27/2015,1.12
8/28/2015,1.12
8/31/2015,1.12
9/1/2015,1.12
9/2/2015,1.12
9/3/2015,1.12
9/4/2015,1.12
9/8/2015,1.12
9/9/2015,1.12
9/10/2015,1.12
9/11/2015,1.12
9/14/2015,1.12
9/15/2015,1.12
9/16/2015,1.12
9/17/2015,1.12
9/18/2015,1.11
9/21/2015,1.12
9/22/2015,1.12
9/23/2015,1.12
9/24/2015,1.12
9/25/2015,1.11
9/28/2015,1.11
9/29/2015,1.11
9/30/2015,1.11
10/1/2015,1.11
10/2/2015,1.11
10/5/2015,1.11
10/6/2015,1.11
10/7/2015,1.11
10/8/2015,1.1
10/9/2015,1.11
10/12/2015,1.1
10/13/2015,1.1
10/14/2015,1.1
