Date,Technology
10/15/2015,1.1
10/16/2015,1.1
10/19/2015,1.1
10/20/2015,1.1
10/21/2015,1.1
10/22/2015,1.11
10/23/2015,1.12
10/26/2015,1.12
10/27/2015,1.12
10/28/2015,1.12
10/29/2015,1.12
10/30/2015,1.12
11/2/2015,1.12
11/3/2015,1.12
11/4/2015,1.12
11/5/2015,1.12
11/6/2015,1.12
11/9/2015,1.12
11/10/2015,1.12
11/11/2015,1.12
11/12/2015,1.11
11/13/2015,1.12
11/16/2015,1.11
11/17/2015,1.11
11/18/2015,1.11
11/19/2015,1.11
11/20/2015,1.11
11/23/2015,1.11
11/24/2015,1.11
11/25/2015,1.11
11/27/2015,1.11
11/30/2015,1.11
12/1/2015,1.11
12/2/2015,1.11
12/3/2015,1.11
12/4/2015,1.11
12/7/2015,1.11
12/8/2015,1.11
12/9/2015,1.11
12/10/2015,1.11
12/11/2015,1.11
12/14/2015,1.11
12/15/2015,1.11
12/16/2015,1.1
12/17/2015,1.11
12/18/2015,1.1
12/21/2015,1.11
12/22/2015,1.1
12/23/2015,1.1
12/24/2015,1.1
12/28/2015,1.1
12/29/2015,1.1
12/30/2015,1.1
12/31/2015,1.1
1/4/2016,1.1
1/5/2016,1.1
1/6/2016,1.1
1/7/2016,1.11
1/8/2016,1.1
1/11/2016,1.11
1/12/2016,1.11
1/13/2016,1.11
1/14/2016,1.11
1/15/2016,1.11
1/19/2016,1.12
1/20/2016,1.11
1/21/2016,1.11
1/22/2016,1.12
1/25/2016,1.11
1/26/2016,1.11
1/27/2016,1.11
1/28/2016,1.12
1/29/2016,1.12
2/1/2016,1.12
2/2/2016,1.13
2/3/2016,1.13
2/4/2016,1.13
2/5/2016,1.14
2/8/2016,1.14
2/9/2016,1.14
2/10/2016,1.14
2/11/2016,1.13
2/12/2016,1.12
2/16/2016,1.12
2/17/2016,1.13
2/18/2016,1.13
2/19/2016,1.13
2/22/2016,1.13
2/23/2016,1.13
2/24/2016,1.13
2/25/2016,1.13
2/26/2016,1.13
2/29/2016,1.13
3/1/2016,1.13
3/2/2016,1.13
3/3/2016,1.13
3/4/2016,1.13
3/7/2016,1.13
3/8/2016,1.13
3/9/2016,1.13
3/10/2016,1.13
3/11/2016,1.13
3/14/2016,1.13
3/15/2016,1.13
3/16/2016,1.13
3/17/2016,1.13
3/18/2016,1.13
3/21/2016,1.14
3/22/2016,1.14
3/23/2016,1.14
3/24/2016,1.13
3/28/2016,1.13
3/29/2016,1.13
3/30/2016,1.13
3/31/2016,1.13
4/1/2016,1.13
4/4/2016,1.14
4/5/2016,1.13
4/6/2016,1.13
4/7/2016,1.13
4/8/2016,1.13
4/11/2016,1.14
4/12/2016,1.13
4/13/2016,1.13
4/14/2016,1.13
4/15/2016,1.13
4/18/2016,1.13
4/19/2016,1.13
4/20/2016,1.13
4/21/2016,1.13
4/22/2016,1.13
4/25/2016,1.13
4/26/2016,1.13
4/27/2016,1.13
4/28/2016,1.13
4/29/2016,1.13
5/2/2016,1.13
5/3/2016,1.13
5/4/2016,1.12
5/5/2016,1.12
5/6/2016,1.12
5/9/2016,1.12
5/10/2016,1.12
5/11/2016,1.12
5/12/2016,1.12
5/13/2016,1.12
5/16/2016,1.12
5/17/2016,1.12
5/18/2016,1.12
5/19/2016,1.12
5/20/2016,1.12
5/23/2016,1.12
5/24/2016,1.12
5/25/2016,1.12
5/26/2016,1.12
5/27/2016,1.12
5/31/2016,1.12
6/1/2016,1.12
6/2/2016,1.12
6/3/2016,1.12
6/6/2016,1.12
6/7/2016,1.12
6/8/2016,1.12
6/9/2016,1.12
6/10/2016,1.12
6/13/2016,1.12
6/14/2016,1.12
6/15/2016,1.12
6/16/2016,1.12
6/17/2016,1.12
6/20/2016,1.12
6/21/2016,1.12
6/22/2016,1.12
6/23/2016,1.12
6/24/2016,1.12
6/27/2016,1.12
6/28/2016,1.13
6/29/2016,1.12
6/30/2016,1.12
7/1/2016,1.12
7/5/2016,1.12
7/6/2016,1.12
7/7/2016,1.12
7/8/2016,1.12
7/11/2016,1.12
7/12/2016,1.12
7/13/2016,1.12
7/14/2016,1.12
7/15/2016,1.12
7/18/2016,1.12
7/19/2016,1.12
7/20/2016,1.12
7/21/2016,1.12
7/22/2016,1.12
7/25/2016,1.13
7/26/2016,1.13
7/27/2016,1.13
7/28/2016,1.13
7/29/2016,1.13
8/1/2016,1.13
8/2/2016,1.13
8/3/2016,1.13
8/4/2016,1.13
8/5/2016,1.13
8/8/2016,1.13
8/9/2016,1.13
8/10/2016,1.12
8/11/2016,1.12
8/12/2016,1.12
8/15/2016,1.12
8/16/2016,1.12
8/17/2016,1.12
8/18/2016,1.12
8/19/2016,1.12
8/22/2016,1.11
8/23/2016,1.13
8/24/2016,1.13
8/25/2016,1.12
8/26/2016,1.12
8/29/2016,1.12
8/30/2016,1.12
8/31/2016,1.12
9/1/2016,1.11
9/2/2016,1.11
9/6/2016,1.11
9/7/2016,1.11
9/8/2016,1.12
9/9/2016,1.11
9/12/2016,1.11
9/13/2016,1.1
9/14/2016,1.1
9/15/2016,1.11
9/16/2016,1.11
9/19/2016,1.11
9/20/2016,1.11
9/21/2016,1.11
9/22/2016,1.11
9/23/2016,1.11
9/26/2016,1.11
9/27/2016,1.12
9/28/2016,1.12
9/29/2016,1.11
9/30/2016,1.11
10/3/2016,1.11
10/4/2016,1.11
10/5/2016,1.11
10/6/2016,1.12
10/7/2016,1.12
10/10/2016,1.12
10/11/2016,1.12
10/12/2016,1.12
10/13/2016,1.12
10/14/2016,1.12
10/17/2016,1.12
10/18/2016,1.12
10/19/2016,1.12
10/20/2016,1.12
10/21/2016,1.12
10/24/2016,1.11
10/25/2016,1.11
10/26/2016,1.11
10/27/2016,1.11
10/28/2016,1.11
10/31/2016,1.11
11/1/2016,1.11
11/2/2016,1.11
11/3/2016,1.11
11/4/2016,1.11
11/7/2016,1.11
11/8/2016,1.11
11/9/2016,1.1
11/10/2016,1.1
11/11/2016,1.11
11/14/2016,1.1
11/15/2016,1.11
11/16/2016,1.1
11/17/2016,1.11
11/18/2016,1.11
11/21/2016,1.11
11/22/2016,1.11
11/23/2016,1.11
11/25/2016,1.11
11/28/2016,1.11
11/29/2016,1.11
11/30/2016,1.11
12/1/2016,1.12
12/2/2016,1.12
12/5/2016,1.12
12/6/2016,1.12
12/7/2016,1.12
12/8/2016,1.12
12/9/2016,1.12
12/12/2016,1.12
12/13/2016,1.12
12/14/2016,1.12
12/15/2016,1.13
12/16/2016,1.13
12/19/2016,1.13
12/20/2016,1.13
12/21/2016,1.13
12/22/2016,1.13
12/23/2016,1.13
12/27/2016,1.13
12/28/2016,1.13
12/29/2016,1.13
12/30/2016,1.13
1/3/2017,1.13
1/4/2017,1.13
1/5/2017,1.13
1/6/2017,1.13
1/9/2017,1.13
1/10/2017,1.13
1/11/2017,1.13
1/12/2017,1.13
1/13/2017,1.13
1/17/2017,1.12
1/18/2017,1.12
1/19/2017,1.12
1/20/2017,1.12
1/23/2017,1.12
1/24/2017,1.12
1/25/2017,1.13
1/26/2017,1.12
1/27/2017,1.11
1/30/2017,1.1
1/31/2017,1.1
2/1/2017,1.1
2/2/2017,1.1
2/3/2017,1.1
2/6/2017,1.08
2/7/2017,1.08
2/8/2017,1.08
2/9/2017,1.08
2/10/2017,1.09
2/13/2017,1.1
2/14/2017,1.1
2/15/2017,1.09
2/16/2017,1.09
2/17/2017,1.09
2/21/2017,1.09
2/22/2017,1.09
2/23/2017,1.09
2/24/2017,1.09
2/27/2017,1.09
2/28/2017,1.09
3/1/2017,1.08
3/2/2017,1.08
3/3/2017,1.08
3/6/2017,1.08
3/7/2017,1.08
3/8/2017,1.08
3/9/2017,1.08
3/10/2017,1.08
3/13/2017,1.08
3/14/2017,1.08
3/15/2017,1.08
3/16/2017,1.08
3/17/2017,1.08
3/20/2017,1.08
3/21/2017,1.08
3/22/2017,1.08
3/23/2017,1.08
3/24/2017,1.08
3/27/2017,1.08
3/28/2017,1.08
3/29/2017,1.07
3/30/2017,1.07
3/31/2017,1.07
4/3/2017,1.07
4/4/2017,1.07
4/5/2017,1.07
4/6/2017,1.07
4/7/2017,1.07
4/10/2017,1.07
4/11/2017,1.08
4/12/2017,1.07
4/13/2017,1.07
4/17/2017,1.07
4/18/2017,1.07
4/19/2017,1.08
4/20/2017,1.08
4/21/2017,1.08
4/24/2017,1.08
4/25/2017,1.08
4/26/2017,1.08
4/27/2017,1.08
4/28/2017,1.07
5/1/2017,1.07
5/2/2017,1.07
5/3/2017,1.08
5/4/2017,1.08
5/5/2017,1.08
5/8/2017,1.07
5/9/2017,1.07
5/10/2017,1.08
5/11/2017,1.08
5/12/2017,1.08
5/15/2017,1.08
5/16/2017,1.08
5/17/2017,1.1
5/18/2017,1.1
5/19/2017,1.09
5/22/2017,1.09
5/23/2017,1.09
5/24/2017,1.08
5/25/2017,1.09
5/26/2017,1.09
5/30/2017,1.09
5/31/2017,1.09
6/1/2017,1.08
6/2/2017,1.09
6/5/2017,1.08
6/6/2017,1.09
6/7/2017,1.09
6/8/2017,1.09
6/9/2017,1.09
6/12/2017,1.09
6/13/2017,1.09
6/14/2017,1.09
6/15/2017,1.09
6/16/2017,1.09
6/19/2017,1.09
6/20/2017,1.1
6/21/2017,1.09
6/22/2017,1.09
6/23/2017,1.09
6/26/2017,1.08
6/27/2017,1.08
6/28/2017,1.08
6/29/2017,1.1
6/30/2017,1.1
7/3/2017,1.1
7/5/2017,1.1
7/6/2017,1.1
7/7/2017,1.11
7/10/2017,1.11
7/11/2017,1.11
7/12/2017,1.11
7/13/2017,1.11
7/14/2017,1.11
7/17/2017,1.11
7/18/2017,1.11
7/19/2017,1.11
7/20/2017,1.1
7/21/2017,1.1
7/24/2017,1.1
7/25/2017,1.1
7/26/2017,1.1
7/27/2017,1.11
7/28/2017,1.11
7/31/2017,1.11
8/1/2017,1.11
8/2/2017,1.11
8/3/2017,1.11
8/4/2017,1.11
8/7/2017,1.11
8/8/2017,1.11
8/9/2017,1.11
8/10/2017,1.12
8/11/2017,1.12
8/14/2017,1.13
8/15/2017,1.13
8/16/2017,1.13
8/17/2017,1.13
8/18/2017,1.13
8/21/2017,1.13
8/22/2017,1.14
8/23/2017,1.14
8/24/2017,1.14
8/25/2017,1.14
8/28/2017,1.14
8/29/2017,1.14
8/30/2017,1.14
8/31/2017,1.14
9/1/2017,1.14
9/5/2017,1.14
9/6/2017,1.14
9/7/2017,1.14
9/8/2017,1.14
9/11/2017,1.16
9/12/2017,1.16
9/13/2017,1.19
9/14/2017,1.19
9/15/2017,1.18
9/18/2017,1.18
9/19/2017,1.18
9/20/2017,1.18
9/21/2017,1.19
9/22/2017,1.19
9/25/2017,1.19
9/26/2017,1.2
9/27/2017,1.2
9/28/2017,1.2
9/29/2017,1.21
10/2/2017,1.22
10/3/2017,1.22
10/4/2017,1.22
10/5/2017,1.22
10/6/2017,1.22
10/9/2017,1.22
10/10/2017,1.22
10/11/2017,1.23
10/12/2017,1.23
10/13/2017,1.23
10/16/2017,1.23
10/17/2017,1.23
10/18/2017,1.23
10/19/2017,1.23
10/20/2017,1.23
10/23/2017,1.23
10/24/2017,1.23
10/25/2017,1.22
10/26/2017,1.22
10/27/2017,1.25
10/30/2017,1.25
10/31/2017,1.25
11/1/2017,1.24
11/2/2017,1.25
11/3/2017,1.24
11/6/2017,1.24
11/7/2017,1.26
11/8/2017,1.26
11/9/2017,1.3
11/10/2017,1.31
11/13/2017,1.31
11/14/2017,1.31
11/15/2017,1.31
11/16/2017,1.32
11/17/2017,1.32
11/20/2017,1.32
11/21/2017,1.32
11/22/2017,1.32
11/24/2017,1.32
11/27/2017,1.33
11/28/2017,1.31
11/29/2017,1.32
11/30/2017,1.31
12/1/2017,1.29
12/4/2017,1.3
12/5/2017,1.29
12/6/2017,1.29
12/7/2017,1.29
12/8/2017,1.28
12/11/2017,1.29
12/12/2017,1.28
12/13/2017,1.28
12/14/2017,1.29
12/15/2017,1.29
12/18/2017,1.29
12/19/2017,1.29
12/20/2017,1.29
12/21/2017,1.29
12/22/2017,1.29
12/26/2017,1.29
12/27/2017,1.29
12/28/2017,1.3
12/29/2017,1.29
1/2/2018,1.3
1/3/2018,1.3
1/4/2018,1.31
1/5/2018,1.31
1/8/2018,1.31
1/9/2018,1.31
1/10/2018,1.31
1/11/2018,1.31
1/12/2018,1.3
1/16/2018,1.3
1/17/2018,1.31
1/18/2018,1.31
1/19/2018,1.3
1/22/2018,1.3
1/23/2018,1.3
1/24/2018,1.31
1/25/2018,1.31
1/26/2018,1.31
1/29/2018,1.31
1/30/2018,1.3
1/31/2018,1.3
2/1/2018,1.3
2/2/2018,1.31
2/5/2018,1.23
2/6/2018,1.25
2/7/2018,1.25
2/8/2018,1.24
2/9/2018,1.25
2/12/2018,1.25
2/13/2018,1.25
2/14/2018,1.25
2/15/2018,1.26
2/16/2018,1.26
2/20/2018,1.25
2/21/2018,1.25
2/22/2018,1.25
2/23/2018,1.26
2/26/2018,1.26
2/27/2018,1.25
2/28/2018,1.24
3/1/2018,1.25
3/2/2018,1.25
3/5/2018,1.24
3/6/2018,1.24
3/7/2018,1.24
3/8/2018,1.24
3/9/2018,1.24
3/12/2018,1.24
3/13/2018,1.24
3/14/2018,1.24
3/15/2018,1.24
3/16/2018,1.25
3/19/2018,1.25
3/20/2018,1.25
3/21/2018,1.25
3/22/2018,1.24
3/23/2018,1.25
3/26/2018,1.26
3/27/2018,1.28
3/28/2018,1.28
3/29/2018,1.28
4/2/2018,1.28
4/3/2018,1.27
4/4/2018,1.27
4/5/2018,1.27
4/6/2018,1.27
4/9/2018,1.27
4/10/2018,1.27
4/11/2018,1.27
4/12/2018,1.27
4/13/2018,1.27
4/16/2018,1.27
4/17/2018,1.28
4/18/2018,1.28
4/19/2018,1.28
4/20/2018,1.28
4/23/2018,1.28
4/24/2018,1.29
4/25/2018,1.29
4/26/2018,1.29
4/27/2018,1.29
4/30/2018,1.29
5/1/2018,1.29
5/2/2018,1.29
5/3/2018,1.29
5/4/2018,1.29
5/7/2018,1.29
5/8/2018,1.29
5/9/2018,1.29
5/10/2018,1.29
5/11/2018,1.29
5/14/2018,1.29
5/15/2018,1.29
5/16/2018,1.29
5/17/2018,1.29
5/18/2018,1.29
5/21/2018,1.29
5/22/2018,1.29
5/23/2018,1.29
5/24/2018,1.29
5/25/2018,1.29
5/29/2018,1.28
5/30/2018,1.27
5/31/2018,1.27
6/1/2018,1.27
6/4/2018,1.27
6/5/2018,1.27
6/6/2018,1.27
6/7/2018,1.27
6/8/2018,1.27
6/11/2018,1.27
6/12/2018,1.27
6/13/2018,1.27
6/14/2018,1.27
6/15/2018,1.27
6/18/2018,1.27
6/19/2018,1.26
6/20/2018,1.26
6/21/2018,1.26
6/22/2018,1.26
6/25/2018,1.27
6/26/2018,1.27
6/27/2018,1.27
6/28/2018,1.27
6/29/2018,1.26
7/2/2018,1.26
7/3/2018,1.27
7/5/2018,1.27
7/6/2018,1.27
7/9/2018,1.27
7/10/2018,1.27
7/11/2018,1.27
7/12/2018,1.27
7/13/2018,1.27
7/16/2018,1.27
7/17/2018,1.27
7/18/2018,1.27
7/19/2018,1.27
7/20/2018,1.27
7/23/2018,1.27
7/24/2018,1.27
7/25/2018,1.27
7/26/2018,1.27
7/27/2018,1.28
7/30/2018,1.28
7/31/2018,1.28
8/1/2018,1.28
8/2/2018,1.28
8/3/2018,1.28
8/6/2018,1.28
8/7/2018,1.28
8/8/2018,1.28
8/9/2018,1.28
8/10/2018,1.28
8/13/2018,1.28
8/14/2018,1.27
8/15/2018,1.27
8/16/2018,1.27
8/17/2018,1.27
8/20/2018,1.27
8/21/2018,1.27
8/22/2018,1.27
8/23/2018,1.27
8/24/2018,1.27
8/27/2018,1.27
8/28/2018,1.27
8/29/2018,1.27
8/30/2018,1.27
8/31/2018,1.27
9/4/2018,1.27
9/5/2018,1.27
9/6/2018,1.27
9/7/2018,1.27
9/10/2018,1.27
9/11/2018,1.27
9/12/2018,1.27
9/13/2018,1.28
