,MatchID,Mode,Kills,Deaths,KDRatio,LobbyKD,Date,Time
0,11541300712669756266,br_rebirth_rbrthquad,0,0,0.0,0.8963888888888891,03-15-2022,02:46:45
1,11564841293470059736,br_rebirth_rbrthquad,15,6,2.5,0.8354999999999997,03-15-2022,02:34:42
2,1134391057172970658,br_rebirth_rbrthquad,0,0,0.0,0.8625641025641025,03-15-2022,02:30:21
3,11796034157852751962,br_rebirth_rbrthquad,4,2,2.0,1.1785000000000005,03-15-2022,02:29:56
4,6776802104777488081,br_rebirth_rbrthquad,20,5,4.0,0.86875,03-15-2022,02:15:45
5,1255102650949197779,br_rebirth_rbrthquad,1,1,1.0,0.9805555555555556,03-15-2022,02:12:09
6,17983969764284689271,br_rebirth_rbrthquad,5,3,1.6666666666666667,0.9259999999999998,03-15-2022,02:05:02
7,9167887420985772563,br_rebirth_rbrthquad,17,4,4.25,0.9113157894736843,03-15-2022,01:51:37
8,1777215171572343249,br_rebirth_rbrthquad,1,1,1.0,1.3633333333333337,03-15-2022,01:48:40
9,9447256416517652357,br_rebirth_rbrthquad,9,3,3.0,0.9451282051282053,03-15-2022,01:39:57
10,13263187666252185570,br_rebirth_rbrthquad,10,4,2.5,0.9371874999999998,03-15-2022,01:26:52
11,8006377824548006336,br_rebirth_rbrthquad,0,0,0.0,0.9130769230769235,03-14-2022,03:39:26
12,10434898851443220087,br_rebirth_rbrthquad,0,0,0.0,1.0895238095238096,03-14-2022,03:37:39
14,13515151927285932542,br_rebirth_rbrthquad,31,3,10.333333333333334,0.8916216216216221,03-14-2022,03:08:17
15,13629576133423609465,br_rebirth_rbrthquad,16,2,8.0,0.9724999999999998,03-14-2022,02:58:56
16,7272355224497286694,br_rebirth_rbrthquad,17,2,8.5,0.9239473684210526,03-14-2022,02:49:24
17,6844839088745804169,br_rebirth_rbrthquad,0,0,0.0,0.9170588235294119,03-14-2022,02:47:49
18,10275486610232389153,br_rebirth_rbrthquad,22,5,4.4,0.9786842105263159,03-14-2022,02:33:46
19,16914711629555402519,br_rebirth_rbrthquad,4,1,4.0,1.0489999999999997,03-14-2022,02:30:35
